InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,7,-1.0,808,293,853,0.362,0.363,18,-1,24,0
0,0.05,6,-1.0,808,347,1009,0.429,0.428,18,-1,24,0
0,0.05,5,-1.0,808,403,1137,0.498,0.466,18,-1,24,0
0,0.05,9,-1.0,430,143,410,0.332,0.334,10,-1,24,0
0,0.05,8,-1.0,430,160,465,0.371,0.374,10,-1,24,0
0,0.05,7,-1.0,430,181,524,0.42,0.422,10,-1,24,0
0,0.05,6,-1.0,430,204,590,0.473,0.471,10,-1,24,0
0,0.05,5,-1.0,430,237,665,0.55,0.506,10,-1,24,0
0,0.05,9,-1.0,1250,392,1097,0.313,0.314,26,-1,20,0
0,0.05,8,-1.0,1250,478,1346,0.382,0.383,26,-1,20,0
0,0.05,7,-1.0,1250,541,1547,0.432,0.433,26,-1,20,0
0,0.05,6,-1.0,1250,610,1738,0.488,0.48,26,-1,20,0
0,0.05,5,-1.0,1250,721,1954,0.576,0.513,26,-1,20,0
0,0.05,9,-1.0,850,243,685,0.286,0.287,18,-1,20,0
0,0.05,8,-1.0,850,278,777,0.327,0.328,18,-1,20,0
0,0.05,7,-1.0,850,338,961,0.397,0.398,18,-1,20,0
0,0.05,6,-1.0,850,382,1085,0.449,0.448,18,-1,20,0
0,0.05,5,-1.0,850,474,1285,0.557,0.514,18,-1,20,0
0,0.05,9,-1.0,490,140,375,0.285,0.287,10,-1,20,0
0,0.05,8,-1.0,490,162,447,0.33,0.332,10,-1,20,0
0,0.05,7,-1.0,490,190,520,0.387,0.389,10,-1,20,0
0,0.05,6,-1.0,490,213,597,0.434,0.428,10,-1,20,0
0,0.05,5,-1.0,490,259,695,0.527,0.47,10,-1,20,0
0,0.05,9,-1.0,1227,373,1007,0.304,0.305,26,-1,16,0
0,0.05,8,-1.0,1227,431,1201,0.351,0.352,26,-1,16,0
0,0.05,7,-1.0,1227,484,1344,0.394,0.395,26,-1,16,0
0,0.05,6,-1.0,1227,569,1604,0.463,0.461,26,-1,16,0
0,0.05,5,-1.0,1227,677,1828,0.551,0.514,26,-1,16,0
0,0.05,9,-1.0,847,240,647,0.283,0.284,18,-1,16,0
0,0.05,8,-1.0,847,275,742,0.324,0.325,18,-1,16,0
0,0.05,7,-1.0,847,326,888,0.384,0.386,18,-1,16,0
0,0.05,6,-1.0,847,382,1052,0.45,0.449,18,-1,16,0
0,0.05,5,-1.0,847,450,1206,0.531,0.478,18,-1,16,0
0,0.05,9,-1.0,477,133,362,0.278,0.28,10,-1,16,0
0,0.05,8,-1.0,477,167,450,0.349,0.351,10,-1,16,0
0,0.05,7,-1.0,477,186,513,0.389,0.391,10,-1,16,0
0,0.05,6,-1.0,477,215,587,0.45,0.452,10,-1,16,0
0,0.05,5,-1.0,477,249,665,0.521,0.485,10,-1,16,0
0,0.05,9,-1.0,1239,373,983,0.301,0.302,26,-1,12,0
0,0.05,8,-1.0,1239,423,1115,0.341,0.342,26,-1,12,0
0,0.05,7,-1.0,1239,492,1310,0.397,0.398,26,-1,12,0
0,0.05,6,-1.0,1239,573,1549,0.462,0.458,26,-1,12,0
0,0.05,5,-1.0,1239,700,1789,0.565,0.499,26,-1,12,0
0,0.05,9,-1.0,864,274,693,0.317,0.318,18,-1,12,0
0,0.05,8,-1.0,864,308,810,0.356,0.357,18,-1,12,0
0,0.05,7,-1.0,864,361,944,0.417,0.418,18,-1,12,0
0,0.05,6,-1.0,864,410,1096,0.474,0.475,18,-1,12,0
0,0.05,5,-1.0,864,507,1269,0.586,0.508,18,-1,12,0
0,0.05,9,-1.0,440,146,366,0.331,0.333,10,-1,12,0
0,0.05,8,-1.0,440,166,421,0.376,0.379,10,-1,12,0
0,0.05,7,-1.0,440,187,495,0.424,0.426,10,-1,12,0
0,0.05,6,-1.0,440,220,568,0.499,0.488,10,-1,12,0
0,0.05,5,-1.0,440,265,662,0.601,0.526,10,-1,12,0
0,0.05,9,-1.0,1259,450,1107,0.357,0.358,26,-1,8,0
0,0.05,8,-1.0,1259,499,1271,0.396,0.397,26,-1,8,0
0,0.05,7,-1.0,1259,552,1460,0.438,0.439,26,-1,8,0
0,0.05,6,-1.0,1259,624,1643,0.495,0.492,26,-1,8,0
0,0.05,5,-1.0,1259,752,1784,0.597,0.49,26,-1,8,0
0,0.05,9,-1.0,842,268,651,0.318,0.319,18,-1,8,0
0,0.05,8,-1.0,842,300,734,0.356,0.357,18,-1,8,0
0,0.05,7,-1.0,842,347,861,0.412,0.41,18,-1,8,0
0,0.05,6,-1.0,842,396,1011,0.47,0.464,18,-1,8,0
0,0.05,5,-1.0,842,500,1148,0.593,0.459,18,-1,8,0
0,0.05,9,-1.0,489,125,309,0.255,0.257,10,-1,8,0
0,0.05,8,-1.0,489,146,356,0.298,0.3,10,-1,8,0
0,0.05,7,-1.0,489,167,405,0.341,0.343,10,-1,8,0
0,0.05,6,-1.0,489,194,473,0.396,0.398,10,-1,8,0
0,0.05,5,-1.0,489,263,565,0.537,0.396,10,-1,8,0
0,0.05,9,-1.0,1173,432,1035,0.368,0.369,26,-1,4,0
0,0.05,8,-1.0,1173,490,1189,0.417,0.418,26,-1,4,0
0,0.05,7,-1.0,1173,568,1374,0.484,0.483,26,-1,4,0
0,0.05,6,-1.0,1173,653,1517,0.556,0.524,26,-1,4,0
0,0.05,5,-1.0,1173,997,1764,0.849,0.386,26,-1,4,0
0,0.05,9,-1.0,845,259,556,0.306,0.307,18,-1,4,0
0,0.05,8,-1.0,845,302,685,0.357,0.358,18,-1,4,0
0,0.05,7,-1.0,845,354,847,0.418,0.42,18,-1,4,0
0,0.05,6,-1.0,845,415,990,0.491,0.46,18,-1,4,0
0,0.05,5,-1.0,845,641,1069,0.758,0.297,18,-1,4,0
0,0.05,9,-1.0,476,147,297,0.308,0.31,10,-1,4,0
0,0.05,8,-1.0,476,163,338,0.342,0.344,10,-1,4,0
0,0.05,7,-1.0,476,192,420,0.403,0.405,10,-1,4,0
0,0.05,6,-1.0,476,229,497,0.48,0.428,10,-1,4,0
0,0.05,5,-1.0,476,358,568,0.751,0.277,10,-1,4,0
0,0.05,9,-1.0,1243,530,953,0.426,0.342,26,-1,0,0
0,0.05,8,-1.0,1243,583,1074,0.469,0.392,26,-1,0,0
0,0.05,7,-1.0,1243,656,1234,0.527,0.441,26,-1,0,0
0,0.05,6,-1.0,1243,868,1453,0.698,0.405,26,-1,0,0
0,0.05,5,-1.0,1243,2262,1657,1.818,-0.565,26,-1,0,0
0,0.05,9,-1.0,874,326,612,0.373,0.329,18,-1,0,0
0,0.05,8,-1.0,874,381,704,0.435,0.371,18,-1,0,0
0,0.05,7,-1.0,874,431,788,0.493,0.41,18,-1,0,0
0,0.05,6,-1.0,874,600,894,0.686,0.342,18,-1,0,0
0,0.05,5,-1.0,874,1633,1052,1.866,-0.617,18,-1,0,0
0,0.05,9,-1.0,494,160,294,0.323,0.273,10,-1,0,0
0,0.05,8,-1.0,494,176,324,0.356,0.301,10,-1,0,0
0,0.05,7,-1.0,494,205,370,0.414,0.335,10,-1,0,0
0,0.05,6,-1.0,494,312,436,0.63,0.261,10,-1,0,0
0,0.05,5,-1.0,494,1014,501,2.048,-0.984,10,-1,0,0
0,0.05,9,-1.0,1201,206,771,0.171,0.172,26,-1,44,0
0,0.05,8,-1.0,1201,230,877,0.191,0.192,26,-1,44,0
0,0.05,7,-1.0,1201,272,1021,0.226,0.227,26,-1,44,0
0,0.05,6,-1.0,1201,310,1169,0.258,0.259,26,-1,44,0
0,0.05,5,-1.0,1201,379,1352,0.315,0.297,26,-1,44,0
0,0.05,9,-1.0,831,152,574,0.183,0.184,18,-1,44,0
0,0.05,8,-1.0,831,181,674,0.218,0.219,18,-1,44,0
0,0.05,7,-1.0,831,210,785,0.252,0.254,18,-1,44,0
0,0.05,6,-1.0,831,248,905,0.298,0.299,18,-1,44,0
0,0.05,5,-1.0,831,276,983,0.332,0.323,18,-1,44,0
0,0.05,9,-1.0,470,69,264,0.146,0.149,10,-1,44,0
0,0.05,8,-1.0,470,82,312,0.174,0.176,10,-1,44,0
0,0.05,7,-1.0,470,103,388,0.219,0.221,10,-1,44,0
0,0.05,6,-1.0,470,122,451,0.259,0.261,10,-1,44,0
0,0.05,5,-1.0,470,138,517,0.293,0.287,10,-1,44,0
0,0.05,9,-1.0,1203,259,882,0.215,0.216,26,-1,40,0
0,0.05,8,-1.0,1203,309,1044,0.257,0.257,26,-1,40,0
0,0.05,7,-1.0,1203,358,1204,0.297,0.298,26,-1,40,0
0,0.05,6,-1.0,1203,403,1366,0.335,0.334,26,-1,40,0
0,0.05,5,-1.0,1203,488,1619,0.405,0.398,26,-1,40,0
0,0.05,9,-1.0,852,154,519,0.181,0.182,18,-1,40,0
0,0.05,8,-1.0,852,183,633,0.215,0.216,18,-1,40,0
0,0.05,7,-1.0,852,228,788,0.267,0.268,18,-1,40,0
0,0.05,6,-1.0,852,265,916,0.311,0.309,18,-1,40,0
0,0.05,5,-1.0,852,300,1027,0.352,0.345,18,-1,40,0
0,0.05,9,-1.0,469,89,322,0.189,0.191,10,-1,40,0
0,0.05,8,-1.0,469,103,372,0.219,0.221,10,-1,40,0
0,0.05,7,-1.0,469,125,437,0.266,0.268,10,-1,40,0
0,0.05,6,-1.0,469,153,524,0.326,0.328,10,-1,40,0
0,0.05,5,-1.0,469,164,564,0.349,0.347,10,-1,40,0
0,0.05,9,-1.0,1209,228,773,0.188,0.189,26,-1,36,0
0,0.05,8,-1.0,1209,267,893,0.221,0.221,26,-1,36,0
0,0.05,7,-1.0,1209,326,1086,0.269,0.27,26,-1,36,0
0,0.05,6,-1.0,1209,390,1296,0.322,0.321,26,-1,36,0
0,0.05,5,-1.0,1209,469,1502,0.388,0.38,26,-1,36,0
0,0.05,9,-1.0,829,171,582,0.206,0.207,18,-1,36,0
0,0.05,8,-1.0,829,212,695,0.255,0.257,18,-1,36,0
0,0.05,7,-1.0,829,253,817,0.305,0.306,18,-1,36,0
0,0.05,6,-1.0,829,297,953,0.358,0.359,18,-1,36,0
0,0.05,5,-1.0,829,334,1061,0.402,0.387,18,-1,36,0
0,0.05,9,-1.0,510,86,288,0.168,0.17,10,-1,36,0
0,0.05,8,-1.0,510,107,364,0.209,0.211,10,-1,36,0
0,0.05,7,-1.0,510,137,454,0.268,0.27,10,-1,36,0
0,0.05,6,-1.0,510,167,537,0.327,0.325,10,-1,36,0
0,0.05,5,-1.0,510,187,601,0.366,0.358,10,-1,36,0
0,0.05,9,-1.0,1226,291,921,0.237,0.238,26,-1,32,0
0,0.05,8,-1.0,1226,347,1088,0.283,0.284,26,-1,32,0
0,0.05,7,-1.0,1226,384,1207,0.313,0.314,26,-1,32,0
0,0.05,6,-1.0,1226,472,1468,0.385,0.382,26,-1,32,0
0,0.05,5,-1.0,1226,546,1676,0.445,0.43,26,-1,32,0
0,0.05,9,-1.0,878,205,646,0.233,0.234,18,-1,32,0
0,0.05,8,-1.0,878,226,710,0.257,0.258,18,-1,32,0
0,0.05,7,-1.0,878,279,889,0.317,0.319,18,-1,32,0
0,0.05,6,-1.0,878,344,1082,0.391,0.39,18,-1,32,0
0,0.05,5,-1.0,878,409,1243,0.465,0.448,18,-1,32,0
0,0.05,9,-1.0,440,97,309,0.22,0.222,10,-1,32,0
0,0.05,8,-1.0,440,112,352,0.254,0.256,10,-1,32,0
0,0.05,7,-1.0,440,139,431,0.315,0.317,10,-1,32,0
0,0.05,6,-1.0,440,154,483,0.349,0.347,10,-1,32,0
0,0.05,5,-1.0,440,198,595,0.449,0.429,10,-1,32,0
0,0.05,9,-1.0,1246,279,840,0.224,0.225,26,-1,28,0
0,0.05,8,-1.0,1246,340,1024,0.273,0.273,26,-1,28,0
0,0.05,7,-1.0,1246,403,1214,0.323,0.322,26,-1,28,0
0,0.05,6,-1.0,1246,482,1451,0.387,0.386,26,-1,28,0
0,0.05,5,-1.0,1246,561,1653,0.45,0.431,26,-1,28,0
0,0.05,9,-1.0,836,210,630,0.251,0.252,18,-1,28,0
0,0.05,8,-1.0,836,252,757,0.301,0.302,18,-1,28,0
0,0.05,7,-1.0,836,292,881,0.349,0.35,18,-1,28,0
0,0.05,6,-1.0,836,336,1002,0.401,0.395,18,-1,28,0
0,0.05,5,-1.0,836,401,1168,0.479,0.449,18,-1,28,0
0,0.05,9,-1.0,472,125,375,0.264,0.266,10,-1,28,0
0,0.05,8,-1.0,472,148,448,0.313,0.315,10,-1,28,0
0,0.05,7,-1.0,472,177,537,0.374,0.376,10,-1,28,0
0,0.05,6,-1.0,472,207,620,0.438,0.436,10,-1,28,0
0,0.05,5,-1.0,472,234,673,0.495,0.452,10,-1,28,0
0,0.05,9,-1.0,1223,342,990,0.279,0.28,26,-1,24,0
0,0.05,8,-1.0,1223,402,1171,0.328,0.329,26,-1,24,0
0,0.05,7,-1.0,1223,463,1352,0.378,0.379,26,-1,24,0
0,0.05,6,-1.0,1223,549,1599,0.449,0.449,26,-1,24,0
0,0.05,5,-1.0,1223,636,1805,0.52,0.489,26,-1,24,0
0,0.05,9,-1.0,862,235,684,0.272,0.273,18,-1,24,0
0,0.05,8,-1.0,862,274,798,0.317,0.319,18,-1,24,0
0,0.05,7,-1.0,862,331,966,0.384,0.385,18,-1,24,0
0,0.05,6,-1.0,862,374,1085,0.433,0.432,18,-1,24,0
0,0.05,5,-1.0,862,431,1238,0.499,0.477,18,-1,24,0
0,0.05,9,-1.0,475,114,326,0.239,0.242,10,-1,24,0
0,0.05,8,-1.0,475,145,412,0.305,0.307,10,-1,24,0
0,0.05,7,-1.0,475,164,481,0.345,0.347,10,-1,24,0
0,0.05,6,-1.0,475,202,588,0.424,0.426,10,-1,24,0
0,0.05,5,-1.0,475,241,673,0.506,0.458,10,-1,24,0
0,0.05,9,-1.0,1302,397,1106,0.305,0.305,26,-1,20,0
0,0.05,8,-1.0,1302,453,1267,0.348,0.348,26,-1,20,0
0,0.05,7,-1.0,1302,538,1512,0.413,0.414,26,-1,20,0
0,0.05,6,-1.0,1302,616,1736,0.473,0.474,26,-1,20,0
0,0.05,5,-1.0,1302,707,1963,0.543,0.513,26,-1,20,0
0,0.05,9,-1.0,828,249,695,0.3,0.302,18,-1,20,0
0,0.05,8,-1.0,828,303,834,0.366,0.367,18,-1,20,0
0,0.05,7,-1.0,828,345,955,0.416,0.417,18,-1,20,0
0,0.05,6,-1.0,828,402,1139,0.485,0.486,18,-1,20,0
0,0.05,5,-1.0,828,461,1270,0.556,0.526,18,-1,20,0
0,0.05,9,-1.0,498,134,370,0.269,0.271,10,-1,20,0
0,0.05,8,-1.0,498,158,445,0.317,0.319,10,-1,20,0
0,0.05,7,-1.0,498,192,537,0.385,0.385,10,-1,20,0
0,0.05,6,-1.0,498,225,623,0.451,0.443,10,-1,20,0
0,0.05,5,-1.0,498,274,734,0.549,0.505,10,-1,20,0
0,0.05,9,-1.0,1272,408,1094,0.321,0.321,26,-1,16,0
0,0.05,8,-1.0,1272,469,1278,0.368,0.369,26,-1,16,0
0,0.05,7,-1.0,1272,531,1470,0.417,0.418,26,-1,16,0
0,0.05,6,-1.0,1272,597,1691,0.469,0.47,26,-1,16,0
0,0.05,5,-1.0,1272,700,1918,0.55,0.517,26,-1,16,0
0,0.05,9,-1.0,820,257,695,0.313,0.314,18,-1,16,0
0,0.05,8,-1.0,820,299,806,0.364,0.365,18,-1,16,0
0,0.05,7,-1.0,820,334,923,0.407,0.408,18,-1,16,0
0,0.05,6,-1.0,820,368,1016,0.448,0.449,18,-1,16,0
0,0.05,5,-1.0,820,427,1157,0.52,0.496,18,-1,16,0
0,0.05,9,-1.0,447,145,390,0.324,0.326,10,-1,16,0
0,0.05,8,-1.0,447,168,453,0.375,0.377,10,-1,16,0
0,0.05,7,-1.0,447,194,536,0.433,0.435,10,-1,16,0
0,0.05,6,-1.0,447,222,613,0.496,0.493,10,-1,16,0
0,0.05,5,-1.0,447,256,699,0.571,0.549,10,-1,16,0
0,0.05,9,-1.0,1292,427,1120,0.33,0.331,26,-1,12,0
0,0.05,8,-1.0,1292,486,1294,0.376,0.377,26,-1,12,0
0,0.05,7,-1.0,1292,552,1474,0.427,0.428,26,-1,12,0
0,0.05,6,-1.0,1292,636,1727,0.492,0.49,26,-1,12,0
0,0.05,5,-1.0,1292,755,1975,0.584,0.524,26,-1,12,0
0,0.05,9,-1.0,851,267,675,0.313,0.315,18,-1,12,0
0,0.05,8,-1.0,851,305,805,0.358,0.359,18,-1,12,0
0,0.05,7,-1.0,851,349,925,0.41,0.411,18,-1,12,0
0,0.05,6,-1.0,851,404,1076,0.474,0.474,18,-1,12,0
0,0.05,5,-1.0,851,458,1185,0.538,0.488,18,-1,12,0
0,0.05,9,-1.0,489,160,406,0.327,0.329,10,-1,12,0
0,0.05,8,-1.0,489,177,450,0.361,0.363,10,-1,12,0
0,0.05,7,-1.0,489,199,518,0.406,0.408,10,-1,12,0
0,0.05,6,-1.0,489,214,567,0.437,0.439,10,-1,12,0
0,0.05,5,-1.0,489,248,643,0.506,0.476,10,-1,12,0
0,0.05,9,-1.0,1240,402,995,0.324,0.325,26,-1,8,0
0,0.05,8,-1.0,1240,458,1156,0.369,0.37,26,-1,8,0
0,0.05,7,-1.0,1240,532,1377,0.429,0.429,26,-1,8,0
0,0.05,6,-1.0,1240,601,1578,0.484,0.482,26,-1,8,0
0,0.05,5,-1.0,1240,736,1791,0.593,0.496,26,-1,8,0
0,0.05,9,-1.0,912,255,620,0.279,0.28,18,-1,8,0
0,0.05,8,-1.0,912,303,741,0.332,0.333,18,-1,8,0
0,0.05,7,-1.0,912,341,850,0.373,0.375,18,-1,8,0
0,0.05,6,-1.0,912,406,1025,0.445,0.436,18,-1,8,0
0,0.05,5,-1.0,912,493,1161,0.54,0.459,18,-1,8,0
0,0.05,9,-1.0,484,152,375,0.313,0.315,10,-1,8,0
0,0.05,8,-1.0,484,174,431,0.359,0.361,10,-1,8,0
0,0.05,7,-1.0,484,203,504,0.419,0.421,10,-1,8,0
0,0.05,6,-1.0,484,233,575,0.48,0.462,10,-1,8,0
0,0.05,5,-1.0,484,277,636,0.571,0.464,10,-1,8,0
0,0.05,9,-1.0,1211,391,978,0.323,0.323,26,-1,4,0
0,0.05,8,-1.0,1211,440,1106,0.363,0.364,26,-1,4,0
0,0.05,7,-1.0,1211,488,1233,0.403,0.403,26,-1,4,0
0,0.05,6,-1.0,1211,580,1420,0.479,0.459,26,-1,4,0
0,0.05,5,-1.0,1211,811,1591,0.669,0.384,26,-1,4,0
0,0.05,9,-1.0,876,310,672,0.353,0.355,18,-1,4,0
0,0.05,8,-1.0,876,342,773,0.39,0.391,18,-1,4,0
0,0.05,7,-1.0,876,378,886,0.431,0.432,18,-1,4,0
0,0.05,6,-1.0,876,433,1003,0.494,0.464,18,-1,4,0
0,0.05,5,-1.0,876,596,1145,0.68,0.415,18,-1,4,0
0,0.05,9,-1.0,483,148,303,0.306,0.308,10,-1,4,0
0,0.05,8,-1.0,483,170,359,0.351,0.349,10,-1,4,0
0,0.05,7,-1.0,483,193,416,0.399,0.388,10,-1,4,0
0,0.05,6,-1.0,483,228,509,0.471,0.446,10,-1,4,0
0,0.05,5,-1.0,483,320,567,0.661,0.364,10,-1,4,0
0,0.05,9,-1.0,1227,508,903,0.414,0.322,26,-1,0,0
0,0.05,8,-1.0,1227,574,1043,0.467,0.371,26,-1,0,0
0,0.05,7,-1.0,1227,655,1218,0.533,0.41,26,-1,0,0
0,0.05,6,-1.0,1227,840,1460,0.684,0.409,26,-1,0,0
0,0.05,5,-1.0,1227,1848,1688,1.505,-0.248,26,-1,0,0
0,0.05,9,-1.0,872,326,604,0.373,0.32,18,-1,0,0
0,0.05,8,-1.0,872,380,710,0.435,0.379,18,-1,0,0
0,0.05,7,-1.0,872,429,784,0.491,0.409,18,-1,0,0
0,0.05,6,-1.0,872,544,890,0.623,0.404,18,-1,0,0
0,0.05,5,-1.0,872,1349,1024,1.545,-0.338,18,-1,0,0
0,0.05,9,-1.0,460,133,246,0.289,0.247,10,-1,0,0
0,0.05,8,-1.0,460,163,304,0.354,0.31,10,-1,0,0
0,0.05,7,-1.0,460,189,350,0.41,0.354,10,-1,0,0
0,0.05,6,-1.0,460,259,408,0.562,0.328,10,-1,0,0
0,0.05,5,-1.0,460,754,478,1.636,-0.549,10,-1,0,0
0,0.05,9,-1.0,1273,204,778,0.16,0.161,26,-1,44,0
0,0.05,8,-1.0,1273,252,937,0.198,0.199,26,-1,44,0
0,0.05,7,-1.0,1273,284,1051,0.223,0.224,26,-1,44,0
0,0.05,6,-1.0,1273,327,1194,0.257,0.257,26,-1,44,0
0,0.05,5,-1.0,1273,367,1347,0.288,0.285,26,-1,44,0
0,0.05,9,-1.0,852,152,575,0.178,0.179,18,-1,44,0
0,0.05,8,-1.0,852,172,660,0.202,0.203,18,-1,44,0
0,0.05,7,-1.0,852,210,774,0.246,0.247,18,-1,44,0
0,0.05,6,-1.0,852,241,869,0.283,0.281,18,-1,44,0
0,0.05,5,-1.0,852,274,986,0.321,0.314,18,-1,44,0
0,0.05,9,-1.0,451,63,248,0.139,0.142,10,-1,44,0
0,0.05,8,-1.0,451,77,313,0.17,0.173,10,-1,44,0
0,0.05,7,-1.0,451,99,377,0.219,0.221,10,-1,44,0
0,0.05,6,-1.0,451,119,436,0.263,0.265,10,-1,44,0
0,0.05,5,-1.0,451,143,520,0.316,0.31,10,-1,44,0
0,0.05,9,-1.0,1248,235,825,0.188,0.189,26,-1,40,0
0,0.05,8,-1.0,1248,285,978,0.228,0.229,26,-1,40,0
0,0.05,7,-1.0,1248,334,1141,0.267,0.268,26,-1,40,0
0,0.05,6,-1.0,1248,389,1321,0.311,0.312,26,-1,40,0
0,0.05,5,-1.0,1248,452,1506,0.362,0.354,26,-1,40,0
0,0.05,9,-1.0,844,170,591,0.201,0.202,18,-1,40,0
0,0.05,8,-1.0,844,189,657,0.224,0.225,18,-1,40,0
0,0.05,7,-1.0,844,216,748,0.256,0.257,18,-1,40,0
0,0.05,6,-1.0,844,259,884,0.307,0.308,18,-1,40,0
0,0.05,5,-1.0,844,308,1025,0.364,0.348,18,-1,40,0
0,0.05,9,-1.0,476,107,371,0.224,0.226,10,-1,40,0
0,0.05,8,-1.0,476,116,409,0.243,0.245,10,-1,40,0
0,0.05,7,-1.0,476,127,451,0.266,0.268,10,-1,40,0
0,0.05,6,-1.0,476,154,529,0.323,0.325,10,-1,40,0
0,0.05,5,-1.0,476,184,612,0.386,0.379,10,-1,40,0
0,0.05,9,-1.0,1223,252,860,0.206,0.207,26,-1,36,0
0,0.05,8,-1.0,1223,312,1025,0.255,0.256,26,-1,36,0
0,0.05,7,-1.0,1223,360,1204,0.294,0.295,26,-1,36,0
0,0.05,6,-1.0,1223,440,1430,0.359,0.36,26,-1,36,0
0,0.05,5,-1.0,1223,501,1621,0.409,0.404,26,-1,36,0
0,0.05,9,-1.0,853,202,654,0.237,0.238,18,-1,36,0
0,0.05,8,-1.0,853,214,704,0.251,0.252,18,-1,36,0
0,0.05,7,-1.0,853,265,860,0.31,0.311,18,-1,36,0
0,0.05,6,-1.0,853,311,998,0.364,0.361,18,-1,36,0
0,0.05,5,-1.0,853,386,1213,0.452,0.44,18,-1,36,0
0,0.05,9,-1.0,448,91,310,0.203,0.205,10,-1,36,0
0,0.05,8,-1.0,448,108,367,0.241,0.243,10,-1,36,0
0,0.05,7,-1.0,448,138,455,0.307,0.31,10,-1,36,0
0,0.05,6,-1.0,448,154,508,0.343,0.345,10,-1,36,0
0,0.05,5,-1.0,448,177,579,0.394,0.388,10,-1,36,0
0,0.05,9,-1.0,1212,296,934,0.244,0.245,26,-1,32,0
0,0.05,8,-1.0,1212,361,1124,0.298,0.298,26,-1,32,0
0,0.05,7,-1.0,1212,420,1308,0.346,0.347,26,-1,32,0
0,0.05,6,-1.0,1212,488,1509,0.402,0.403,26,-1,32,0
0,0.05,5,-1.0,1212,562,1728,0.463,0.461,26,-1,32,0
0,0.05,9,-1.0,888,183,581,0.206,0.207,18,-1,32,0
0,0.05,8,-1.0,888,209,661,0.235,0.236,18,-1,32,0
0,0.05,7,-1.0,888,241,769,0.271,0.272,18,-1,32,0
0,0.05,6,-1.0,888,296,938,0.333,0.334,18,-1,32,0
0,0.05,5,-1.0,888,362,1109,0.407,0.397,18,-1,32,0
0,0.05,9,-1.0,492,107,338,0.217,0.219,10,-1,32,0
0,0.05,8,-1.0,492,130,404,0.264,0.266,10,-1,32,0
0,0.05,7,-1.0,492,141,449,0.286,0.288,10,-1,32,0
0,0.05,6,-1.0,492,166,526,0.337,0.339,10,-1,32,0
0,0.05,5,-1.0,492,206,636,0.418,0.4,10,-1,32,0
0,0.05,9,-1.0,1240,348,1047,0.28,0.281,26,-1,28,0
0,0.05,8,-1.0,1240,415,1252,0.334,0.335,26,-1,28,0
0,0.05,7,-1.0,1240,501,1511,0.404,0.405,26,-1,28,0
0,0.05,6,-1.0,1240,572,1715,0.461,0.46,26,-1,28,0
0,0.05,5,-1.0,1240,636,1902,0.512,0.507,26,-1,28,0
0,0.05,9,-1.0,856,227,684,0.265,0.266,18,-1,28,0
0,0.05,8,-1.0,856,261,792,0.305,0.306,18,-1,28,0
0,0.05,7,-1.0,856,310,938,0.362,0.363,18,-1,28,0
0,0.05,6,-1.0,856,373,1121,0.435,0.434,18,-1,28,0
0,0.05,5,-1.0,856,429,1250,0.501,0.471,18,-1,28,0
0,0.05,9,-1.0,421,101,305,0.239,0.242,10,-1,28,0
0,0.05,8,-1.0,421,128,386,0.303,0.306,10,-1,28,0
0,0.05,7,-1.0,421,153,461,0.363,0.365,10,-1,28,0
0,0.05,6,-1.0,421,180,541,0.427,0.429,10,-1,28,0
0,0.05,5,-1.0,421,211,623,0.5,0.486,10,-1,28,0
0,0.05,9,-1.0,1218,321,934,0.263,0.264,26,-1,24,0
0,0.05,8,-1.0,1218,376,1089,0.308,0.309,26,-1,24,0
0,0.05,7,-1.0,1218,452,1328,0.371,0.372,26,-1,24,0
0,0.05,6,-1.0,1218,523,1528,0.429,0.427,26,-1,24,0
0,0.05,5,-1.0,1218,612,1767,0.502,0.485,26,-1,24,0
0,0.05,9,-1.0,805,261,751,0.324,0.325,18,-1,24,0
0,0.05,8,-1.0,805,293,856,0.364,0.365,18,-1,24,0
0,0.05,7,-1.0,805,340,984,0.422,0.423,18,-1,24,0
0,0.05,6,-1.0,805,382,1109,0.474,0.47,18,-1,24,0
0,0.05,5,-1.0,805,418,1205,0.519,0.505,18,-1,24,0
0,0.05,9,-1.0,440,130,376,0.295,0.297,10,-1,24,0
0,0.05,8,-1.0,440,155,450,0.351,0.354,10,-1,24,0
0,0.05,7,-1.0,440,174,499,0.395,0.397,10,-1,24,0
0,0.05,6,-1.0,440,210,609,0.476,0.469,10,-1,24,0
0,0.05,5,-1.0,440,235,676,0.533,0.517,10,-1,24,0
0,0.05,9,-1.0,1221,338,945,0.277,0.277,26,-1,20,0
0,0.05,8,-1.0,1221,406,1139,0.332,0.333,26,-1,20,0
0,0.05,7,-1.0,1221,458,1304,0.375,0.376,26,-1,20,0
0,0.05,6,-1.0,1221,534,1524,0.437,0.436,26,-1,20,0
0,0.05,5,-1.0,1221,625,1759,0.511,0.496,26,-1,20,0
0,0.05,9,-1.0,879,225,629,0.256,0.257,18,-1,20,0
0,0.05,8,-1.0,879,290,806,0.33,0.331,18,-1,20,0
0,0.05,7,-1.0,879,351,994,0.399,0.4,18,-1,20,0
0,0.05,6,-1.0,879,400,1133,0.455,0.447,18,-1,20,0
0,0.05,5,-1.0,879,487,1358,0.553,0.533,18,-1,20,0
