InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio,Alpha
0,0.05,4,-1.0,7921,10377,6619,1.31,0.836,0.3619999999999999,170,-1,8
0,0.05,8,-1.0,5299,3642,3642,0.687,0.687,0.687,110,-1,8
0,0.05,10,-1.0,8034,4846,4846,0.603,0.603,0.603,170,-1,7
0,0.05,8,-1.0,2388,1654,1654,0.692,0.692,0.692,50,-1,8
0,0.05,7,-1.0,8020,6037,6031,0.753,0.752,0.751,170,-1,7
0,0.05,7,-1.0,5299,3932,3925,0.742,0.741,0.74,110,-1,8
0,0.05,3,-1.0,7921,12792,5104,1.615,0.644,-0.32699999999999996,170,-1,8
0,0.05,4,-1.0,3839,4950,3205,1.289,0.835,0.381,80,-1,8
0,0.05,9,-1.0,8034,5246,5245,0.653,0.653,0.653,170,-1,7
0,0.05,7,-1.0,2388,1780,1778,0.745,0.744,0.743,50,-1,8
0,0.05,6,-1.0,5299,4235,4188,0.799,0.79,0.781,110,-1,8
0,0.05,11,-1.0,7606,4154,4154,0.546,0.546,0.546,155,-1,8
0,0.05,8,-1.0,8034,5618,5615,0.699,0.699,0.699,170,-1,7
0,0.05,6,-1.0,8020,6517,6448,0.812,0.804,0.796,170,-1,7
0,0.05,6,-1.0,2388,1913,1896,0.801,0.794,0.787,50,-1,8
0,0.05,3,-1.0,3839,6350,2493,1.654,0.649,-0.35599999999999987,80,-1,8
0,0.05,10,-1.0,7606,4526,4526,0.595,0.595,0.595,155,-1,8
0,0.05,7,-1.0,8034,6013,6004,0.748,0.747,0.746,170,-1,7
0,0.05,4,-1.0,5299,6805,4316,1.284,0.814,0.34399999999999986,110,-1,8
0,0.05,5,-1.0,8020,7459,6813,0.93,0.849,0.7679999999999999,170,-1,7
0,0.05,9,-1.0,7606,4861,4861,0.639,0.639,0.639,155,-1,8
0,0.05,5,-1.0,2388,2184,2025,0.914,0.848,0.7819999999999999,50,-1,8
0,0.05,6,-1.0,8034,6494,6436,0.808,0.801,0.794,170,-1,7
0,0.05,11,-1.0,3018,1663,1663,0.551,0.551,0.551,65,-1,8
0,0.05,3,-1.0,5299,8223,3223,1.552,0.608,-0.3360000000000001,110,-1,8
0,0.05,8,-1.0,7606,5254,5254,0.691,0.691,0.691,155,-1,8
0,0.05,4,-1.0,2388,3077,2025,1.288,0.848,0.4079999999999999,50,-1,8
0,0.05,5,-1.0,8034,7438,6806,0.926,0.847,0.7679999999999999,170,-1,7
0,0.05,11,-1.0,4545,2474,2474,0.544,0.544,0.544,95,-1,8
0,0.05,4,-1.0,8020,10789,6755,1.345,0.842,0.33899999999999997,170,-1,7
0,0.05,7,-1.0,7606,5652,5646,0.743,0.742,0.741,155,-1,8
0,0.05,10,-1.0,3018,1809,1809,0.599,0.599,0.599,65,-1,8
0,0.05,3,-1.0,2388,3855,1516,1.614,0.635,-0.3440000000000001,50,-1,8
0,0.05,10,-1.0,4545,2672,2672,0.588,0.588,0.588,95,-1,8
0,0.05,6,-1.0,7606,6117,6051,0.804,0.795,0.786,155,-1,8
0,0.05,3,-1.0,8020,13272,5160,1.655,0.643,-0.369,170,-1,7
0,0.05,3,-1.0,8034,13478,5218,1.677,0.649,-0.379,170,-1,7
0,0.05,9,-1.0,3018,1953,1953,0.647,0.647,0.647,65,-1,8
0,0.05,5,-1.0,7606,7003,6422,0.921,0.844,0.7669999999999999,155,-1,8
0,0.05,11,-1.0,1726,986,986,0.571,0.571,0.571,35,-1,8
0,0.05,9,-1.0,4545,2935,2935,0.646,0.646,0.646,95,-1,8
0,0.05,11,-1.0,7385,4096,4096,0.555,0.555,0.555,155,-1,7
0,0.05,4,-1.0,7606,9899,6340,1.301,0.833,0.365,155,-1,8
0,0.05,11,-1.0,7375,3986,3986,0.54,0.54,0.54,155,-1,7
0,0.05,8,-1.0,4545,3158,3158,0.695,0.695,0.695,95,-1,8
0,0.05,8,-1.0,3018,2106,2105,0.698,0.697,0.696,65,-1,8
0,0.05,10,-1.0,7385,4439,4439,0.601,0.601,0.601,155,-1,7
0,0.05,3,-1.0,7606,12343,4877,1.623,0.641,-0.34099999999999997,155,-1,8
0,0.05,7,-1.0,4545,3380,3380,0.744,0.744,0.744,95,-1,8
0,0.05,10,-1.0,1726,1068,1068,0.618,0.618,0.618,35,-1,8
0,0.05,9,-1.0,7385,4803,4803,0.65,0.65,0.65,155,-1,7
0,0.05,10,-1.0,7375,4360,4360,0.591,0.591,0.591,155,-1,7
0,0.05,11,-1.0,6717,3641,3641,0.542,0.542,0.542,140,-1,8
0,0.05,7,-1.0,3018,2257,2254,0.748,0.747,0.746,65,-1,8
0,0.05,6,-1.0,4545,3638,3602,0.8,0.792,0.784,95,-1,8
0,0.05,8,-1.0,7385,5179,5177,0.701,0.701,0.701,155,-1,7
0,0.05,10,-1.0,6717,3978,3978,0.592,0.592,0.592,140,-1,8
0,0.05,9,-1.0,7375,4722,4722,0.64,0.64,0.64,155,-1,7
0,0.05,5,-1.0,4545,4159,3825,0.915,0.841,0.7669999999999999,95,-1,8
0,0.05,7,-1.0,7385,5555,5.841,0.7669999999999999,95,-1,8
0,0.05,7,-1.0,7385,5555,5545,0.752,0.751,0.75,155,-1,7
0,0.05,6,-1.0,3018,2409,2387,0.798,0.791,0.784,65,-1,8
0,0.05,9,-1.0,6717,4302,4302,0.64,0.64,0.64,140,-1,8
0,0.05,9,-1.0,1726,1145,1145,0.663,0.663,0.663,35,-1,8
0,0.05,4,-1.0,4545,5954,3745,1.31,0.824,0.33799999999999986,95,-1,8
0,0.05,6,-1.0,7385,5981,5918,0.81,0.801,0.792,155,-1,7
0,0.05,8,-1.0,6717,4678,4678,0.696,0.696,0.696,140,-1,8
0,0.05,8,-1.0,1726,1233,1233,0.714,0.714,0.714,35,-1,8
0,0.05,8,-1.0,7375,5091,5089,0.69,0.69,0.69,155,-1,7
0,0.05,3,-1.0,4545,7105,2802,1.563,0.616,-0.33099999999999996,95,-1,8
0,0.05,5,-1.0,3018,2776,2546,0.92,0.843,0.7659999999999999,65,-1,8
0,0.05,5,-1.0,7385,6833,6269,0.925,0.849,0.7729999999999999,155,-1,7
0,0.05,7,-1.0,6717,5046,500.7729999999999999,155,-1,7
0,0.05,7,-1.0,6717,5046,5038,0.751,0.75,0.749,140,-1,8
0,0.05,11,-1.0,3756,2093,2093,0.557,0.557,0.557,80,-1,8
0,0.05,7,-1.0,1726,1328,1326,0.769,0.768,0.767,35,-1,8
0,0.05,6,-1.0,6717,5441,5381,0.81,0.801,0.792,140,-1,8
0,0.05,4,-1.0,7385,9986,6223,1.352,0.843,0.33399999999999985,155,-1,7
0,0.05,10,-1.0,3756,2273,2273,0.605,0.605,0.605,80,-1,8
0,0.05,7,-1.0,7375,5481,5469,0.743,0.741,0.739,155,-1,7
0,0.05,4,-1.0,3018,3904,2517,1.293,0.834,0.375,65,-1,8
0,0.05,6,-1.0,1726,1421,1407,0.823,0.815,0.8069999999999999,35,-1,8
0,0.05,5,-1.0,6717,6206,5709,0.924,0.85,0.7759999999999999,140,-1,8
0,0.05,9,-1.0,3756,2448,2448,0.652,0.652,0.652,80,-1,8
0,0.05,3,-1.0,7385,12384,4934,10.652,0.652,0.652,80,-1,8
0,0.05,3,-1.0,7385,12384,4934,1.677,0.668,-0.34099999999999997,155,-1,7
0,0.05,5,-1.0,1726,1599,1483,0.926,0.859,0.7919999999999999,35,-1,8
0,0.05,6,-1.0,7375,5926,5867,0.803,0.795,0.787,155,-1,7
0,0.05,11,-1.0,6659,3643,3643,0.547,0.547,0.547,140,-1,7
0,0.05,3,-1.0,3018,5018,1951,1.662,0.646,-0.3699999999999999,65,-1,8
0,0.05,3,-1.0,6717,10891,4251,1.621,0.633,-0.355,140,-1,8
0,0.05,10,-1.0,6659,3968,3968,0.596,0.596,0.596,140,-1,7
0,0.05,4,-1.0,1726,2198,1464,1.273,0.848,0.42300000000000004,35,-1,8
0,0.05,5,-1.0,7375,6836,6231,0.927,0.845,0.7629999999999999,155,-1,7
0,0.05,11,-1.0,2357,1338,1338,0.567,0.567,0.567,50,-1,8
0,0.05,6,-1.0,3756,2999,2969,0.798,0.79,0.782,80,-1,8
0,0.05,11,-1.0,5940,3285,3285,0.553,0.553,0.553,125,-1,8
0,0.05,9,-1.0,6659,4243,4243,0.637,0.637,0.637,140,-1,7
0,0.05,5,-1.0,3756,3392,3138,0.903,0.835,0.7669999999999999,80,-1,8
0,0.05,10,-1.0,5940,3580,3580.7669999999999999,80,-1,8
0,0.05,10,-1.0,5940,3580,3580,0.603,0.603,0.603,125,-1,8
0,0.05,3,-1.0,1726,2710,1100,1.569,0.637,-0.29499999999999993,35,-1,8
0,0.05,10,-1.0,2357,1468,1468,0.623,0.623,0.623,50,-1,8
0,0.05,4,-1.0,3756,4865,3078,1.295,0.819,0.34299999999999997,80,-1,8
0,0.05,4,-1.0,7375,9728,6196,1.319,0.84,0.361,155,-1,7
0,0.05,9,-1.0,5940,3856,3856,0.649,0.649,0.649,125,-1,8
0,0.05,7,-1.0,6659,4941,4933,0.742,0.741,0.74,140,-1,7
0,0.05,11,-1.0,903,553,553,0.612,0.612,0.612,20,-1,8
0,0.05,3,-1.0,3756,5836,2370,1.553,0.631,-0.2909999999999999,80,-1,8
0,0.05,8,-1.0,5940,4164,4164,0.701,0.701,0.701,125,-1,8
0,0.05,6,-1.0,6659,5339,5291,0.802,0.794,0.786,140,-1,7
0,0.05,9,-1.0,2357,1571,1571,0.666,0.666,0.666,50,-1,8
0,0.05,3,-1.0,7375,12147,4754,1.647,0.645,-0.357,155,-1,7
0,0.05,11,-1.0,3112,1716,1716,0.551,0.551,0.551,65,-1,8
0,0.05,7,-1.0,5940,4507,4500,0.759,0.757,0.755,125,-1,8
0,0.05,10,-1.0,903,586,586,0.648,0.648,0.648,20,-1,8
0,0.05,5,-1.0,6659,6102,5596,0.916,0.84,0.7639999999999999,140,-1,7
0,0.05,10,-1.0,3112,1867,1867,0.6,0.6,0.6,65,-1,8
0,0.05,6,-1.0,5940,4870,4807,0.82,0.809,0.7980000000000002,125,-1,8
0,0.05,8,-1.0,2357,1675,1674,0.71,0.71,0.71,50,-1,8
0,0.05,9,-1.0,903,634,634,0.701,0.701,0.701,20,-1,8
0,0.05,11,-1.0,6753,3694,3694,0.547,0.547,0.547,140,-1,7
0,0.05,9,-1.0,3112,1996,1996,0.641,0.641,0.641,65,-1,8
0,0.05,4,-1.0,6659,8937,5586,1.342,0.839,0.33599999999999985,140,-1,7
0,0.05,5,-1.0,5940,5534,5074,0.931,0.854,0.7769999999999999,125,-1,8
0,0.05,8,-1.0,903,676,676,0.748,0.748,0.748,20,-1,8
0,0.05,8,-1.0,3112,2138,2137,0.687,0.686,0.685,65,-1,8
0,0.05,3,-1.0,6659,11202,4335,1.682,0.651,-0.3799999999999999,140,-1,7
0,0.05,4,-1.0,5940,7849,5012,1.321,0.844,0.367,125,-1,8
0,0.05,7,-1.0,2357,1790,1786,0.759,0.757,0.755,50,-1,8
0,0.05,10,-1.0,6753,4017,4017,0.595,0.595,0.595,140,-1,7
0,0.05,7,-1.0,3112,2290,2288,0.736,0.735,0.734,65,-1,8
0,0.05,7,-1.0,903,709,709,0.784,0.784,0.784,20,-1,8
0,0.05,11,-1.0,6064,3323,3323,0.548,0.548,0.548,125,-1,7
0,0.05,3,-1.0,5940,9783,3891,1.647,0.655,-0.33699999999999997,125,-1,8
0,0.05,6,-1.0,3112,2495,2469,0.801,0.793,0.785,65,-1,8
0,0.05,6,-1.0,903,755,748,0.835,0.827,0.819,20,-1,8
0,0.05,6,-1.0,2357,1927,1905,0.817,0.808,0.7990000000000002,50,-1,8
0,0.05,11,-1.0,5289,2957,2957,0.559,0.559,0.559,110,-1,8
0,0.05,10,-1.0,6064,3591,3591,0.592,0.592,0.592,125,-1,7
0,0.05,9,-1.0,6753,4305,4304,0.637,0.637,0.637,140,-1,7
0,0.05,5,-1.0,3112,2859,2597,0.918,0.834,0.7499999999999999,65,-1,8
0,0.05,9,-1.0,6064,3908,3908,0.644,0.644,0.644,125,-1,7
0,0.05,10,-1.0,5289,3214,3214,0.608,0.608,0.608,110,-1,8
0,0.05,4,-1.0,3112,3994,2560,1.283,0.822,0.361,65,-1,8
0,0.05,5,-1.0,2357,2202,2016,0.934,0.855,0.7759999999999999,50,-1,8
0,0.05,8,-1.0,6753,4664,4662,0.691,0.69,0.689,140,-1,7
0,0.05,8,-1.0,6064,4207,4207,0.694,0.694,0.694,125,-1,7
0,0.05,9,-1.0,5289,3455,3455,0.653,0.653,0.653,110,-1,8
0,0.05,3,-1.0,3112,4916,1915,1.579,0.615,-0.349,65,-1,8
0,0.05,8,-1.0,5289,3699,3699,0.699,0.699,0.699,110,-1,8
0,0.05,7,-1.0,6064,4528,4522,0.747,0.746,0.745,125,-1,7
0,0.05,4,-1.0,2357,3039,1971,1.289,0.836,0.383,50,-1,8
0,0.05,11,-1.0,2367,1332,1332,0.562,0.562,0.562,50,-1,8
0,0.05,11,-1.0,2367,1332,1332,0.562,0.562,0.562,50,-1,8
0,0.05,7,-1.0,6753,5058,5047,0.749,0.747,0.745,140,-1,7
0,0.05,7,-1.0,5289,3998,3993,0.756,0.755,0.754,110,-1,8
0,0.05,10,-1.0,2367,1448,1448,0.611,0.611,0.611,50,-1,8
0,0.05,6,-1.0,6064,4873,4839,0.803,0.798,0.793,125,-1,7
0,0.05,3,-1.0,2357,3994,1536,1.694,0.651,-0.3919999999999999,50,-1,8
0,0.05,6,-1.0,671.694,0.651,-0.3919999999999999,50,-1,8
0,0.05,6,-1.0,6753,5434,5375,0.805,0.796,0.787,140,-1,7
0,0.05,9,-1.0,2367,1558,1558,0.658,0.658,0.658,50,-1,8
0,0.05,6,-1.0,5289,4323,4274,0.817,0.808,0.7990000000000002,110,-1,8
0,0.05,11,-1.0,1676,955,955,0.569,0.569,0.569,35,-1,8
0,0.05,5,-1.0,6064,5535,5117,0.913,0.844,0.7749999999999999,125,-1,7
0,0.05,5,-1.0,6753,6215,5707,0.92,0.845,0.7699999999999999,140,-1,7
0,0.05,8,-1.0,2367,1684,1684,0.711,0.711,0.711,50,-1,8
0,0.05,5,-1.0,5289,4975,4499,0.94,0.85,0.76,110,-1,8
0,0.05,7,-1.0,2367,1786,1786,0.754,0.754,0.754,50,-1,8
0,0.05,10,-1.0,1676,1035,1035,0.617,0.617,0.617,35,-1,8
0,0.05,4,-1.0,5289,6861,4393,1.297,0.83,0.363,110,-1,8
0,0.05,4,-1.0,6753,9037,5702,1.338,0.844,0.34999999999999987,144,-1.0,6753,9037,5702,1.338,0.844,0.34999999999999987,140,-1,7
0,0.05,6,-1.0,2367,1934,1916,0.817,0.809,0.8010000000000002,50,-1,8
0,0.05,3,-1.0,5289,8647,3369,1.635,0.637,-0.361,110,-1,8
0,0.05,9,-1.0,1676,1107,1107,0.66,0.66,0.66,35,-1,8
0,0.05,3,-1.0,6753,11101,4397,1.644,0.651,-0.34199999999999986,140,-1,7
0,0.05,5,-1.0,2367,2205,2009,0.931,0.848,0.7649999999999999,50,-1,8
0,0.05,8,-1.0,1676,1191,1191,0.71,0.71,0.71,35,-1,8
0,0.05,11,-1.0,5990,3286,3286,0.548,0.548,0.548,125,-1,7
0,0.05,4,-1.0,2367,3083,1949,1.302,0.823,0.34399999999999986,50,-1,8
0,0.05,11,-1.0,4622,2596,2596,0.562,0.562,0.562,95,-1,8
0,0.05,7,-1.0,1676,1264,1263,0.754,0.753,0.752,35,-1,8
0,0.05,3,-1.0,2367,3737,1462,1.578,0.617,-0.3440000000000001,50,-1,8
0,0.05,10,-1.0,5990,3594,3594,0.6,0.6,0.6,125,-1,7
0,0.05,4,-1.0,6064,8056,5116,1.328,0.844,0.3599999999999999,125,-1,7
0,0.05,10,-1.0,4622,2800,2800,0.606,0.606,0.606,95,-1,8
0,0.05,11,-1.0,1630,897,897,0.55,0.55,0.55,35,-1,8
0,0.05,6,-1.0,1676,1356,1346,0.809,0.803,0.797,35,-1,8
0,0.05,9,-1.0,5990,3874,3874,0.647,0.647,0.647,125,-1,7
0,0.05,9,-1.0,4622,3027,3027,0.655,0.655,0.655,95,-1,8
0,0.05,5,-1.0,1676,1554,1420,0.927,0.847,0.7669999999999999,35,-1,8
0,0.05,8,-1.0,4622,3254,3254,0.704,0.704,0.704,95,-1,8
0,0.05,8,-1.0,5990,4183,4183,0.698,0.698,0.698,125,-1,7
0,0.05,7,-1.0,4622,3487,3480,0.754,0.753,0.752,95,-1,8
0,0.05,4,-1.0,1676,2197,1401,1.31,0.835,0.3599999999999999,35,-1,8
0,0.05,7,-1.0,5990,4523,4518,0.755,0.754,0.753,125,-1,7
0,0.05,6,-1.0,4622,3697,3656,0.8,0.791,0.782,95,-1,8
0,0.05,3,-1.0,1676,2870,1110,1.711,0.662,-0.387,35,-1,8
0,0.05,6,-1.0,5990,4873,4836,0.813,0.807,0.8010000000000002,125,-1,7
0,0.05,10,-1.0,1630,970,970,0.595,0.595,0.595,35,-1,8
0,0.05,5,-1.0,4622,4231,3862,0.915,0.835,0.7549999999999999,95,-1,8
0,0.05,9,-1.0,1630,1038,1038,0.636,0.636,0.636,35,-1,8
0,0.05,11,-1.0,909,496,496,0.545,0.545,0.545,20,-1,8
0,0.05,5,-1.0,5990,5587,5098,0.933,0.851,0.7689999999999999,125,-1,7
0,0.05,4,-1.0,4622,5976,3801,7689999999999999,125,-1,7
0,0.05,4,-1.0,4622,5976,3801,1.293,0.822,0.351,95,-1,8
0,0.05,8,-1.0,1630,1119,1119,0.686,0.686,0.686,35,-1,8
0,0.05,10,-1.0,909,554,554,0.609,0.609,0.609,20,-1,8
0,0.05,3,-1.0,4622,7507,2963,1.624,0.641,-0.3420000000000001,95,-1,8
0,0.05,4,-1.0,5990,7986,5054,1.333,0.844,0.355,125,-1,7
0,0.05,7,-1.0,1630,1199,1197,0.735,0.734,0.733,35,-1,8
0,0.05,11,-1.0,3900,2130,2130,0.546,0.546,0.546,80,-1,8
0,0.05,9,-1.0,909,616,616,0.677,0.677,0.677,20,-1,8
0,0.05,6,-1.0,1630,1310,1298,0.803,0.796,0.789,35,-1,8
0,0.05,3,-1.0,5990,9834,3917,1.641,0.654,-0.33299999999999996,125,-1,7
0,0.05,10,-1.0,3900,2310,2310,0.592,0.592,0.592,80,-1,8
0,0.05,5,-1.0,1630,1510,1381,0.926,0.847,0.7679999999999999,35,-1,8
0,0.05,8,-1.0,909,671,670,0.737,0.736,0.735,20,-1,8
0,0.05,11,-1.0,5251,2934,2934,0.559,0.559,0.559,110,-1,7
0,0.05,9,-1.0,3900,2498,2498,0.64,0.64,0.64,80,-1,8
0,0.05,4,-1.0,1630,2151,1346,1.319,0.825,0.33099999999999996,35,-1,8
0,0.05,7,-1.0,909,719,716,0.79,0.787,0.784,20,-1,8
0,0.05,8,-1.0,3900,2687,2687,0.689,0.689,0.689,80,-1,8
0,0.05,3,-1.0,1630,2593,1019,1.59,0.625,-0.3400000000000001,35,-1,8
0,0.05,10,-1.0,5251,3148,3148,0.599,0.599,0.599,110,-1,7
0,0.05,11,-1.0,892,516,516,0.578,0.578,0.578,20,-1,8
0,0.05,7,-1.0,3900,2895,2891,0.742,0.741,0.74,80,-1,8
0,0.05,6,-1.0,909,775,761,0.852,0.836,0.82,20,-1,8
0,0.05,9,-1.0,5251,3417,3417,0.651,0.651,0.651,110,-1,7
0,0.05,10,-1.0,892,557,557,0.624,0.624,0.624,20,-1,8
0,0.05,6,-1.0,3900,3132,3098,0.803,0.794,0.785,80,-1,8
0,0.05,5,-1.0,909,863,796,0.948,0.875,0.802,20,-1,8
0,0.05,9,-1.0,892,604,604,0.676,0.676,0.676,20,-1,8
0,0.05,8,-1.0,5251,3696,3695,0.704,0.704,0.704,110,-1,7
0,0.05,3,-1.0,6064,10150,4045,1.674,0.667,-0.33999999999999986,125,-1,7
0,0.05,5,-1.0,3900,3604,3278,0.924,0.84,0.7559999999999999,80,-1,8
0,0.05,8,-1.0,892,652,652,0.73,0.73,0.73,20,-1,8
0,0.05,4,-1.0,909,1171,771,1.287,0.847,0.3,0.73,20,-1,8
0,0.05,4,-1.0,909,1171,771,1.287,0.847,0.40700000000000003,20,-1,8
0,0.05,4,-1.0,3900,5067,3213,1.299,0.824,0.349,80,-1,8
0,0.05,11,-1.0,5097,2803,2803,0.55,0.55,0.55,110,-1,7
0,0.05,7,-1.0,5251,3931,3926,0.748,0.748,0.748,110,-1,7
0,0.05,7,-1.0,892,699,699,0.783,0.783,0.783,20,-1,8
0,0.05,3,-1.0,909,1497,618,1.645,0.679,-0.2869999999999999,20,-1,8
0,0.05,10,-1.0,5097,3044,3044,0.597,0.597,0.597,110,-1,7
0,0.05,6,-1.0,892,746,741,0.835,0.83,0.825,20,-1,8
0,0.05,11,-1.0,3093,1716,1716,0.555,0.555,0.555,65,-1,8
0,0.05,11,-1.0,8823,4849,4849,0.55,0.55,0.55,185,-1,7
0,0.05,5,-1.0,892,840,785,0.941,0.879,0.8170000000000001,20,-1,8
0,0.05,9,-1.0,5097,3267,3267,0.641,0.641,0.641,110,-1,7
0,0.05,10,-1.0,3093,1859,1859,0.601,0.601,0.601,65,-1,8
0,0.05,4,-1.0,892,1166,760,1.306,0.851,0.3959999999999999,20,-1,8
0,0.05,10,-1.0,8823,5256,5256,0.596,0.596,0.596,185,-1,7
0,0.05,9,-1.0,3093,2009,2009,0.649,0.649,0.649,65,-1,8
0,0.05,8,-1.0,5097,3526,3525,0.649,0.649,0.649,65,-1,8
0,0.05,8,-1.0,5097,3526,3525,0.692,0.691,0.69,110,-1,7
0,0.05,3,-1.0,892,1468,563,1.644,0.63,-0.3839999999999999,20,-1,8
0,0.05,8,-1.0,3093,2171,2171,0.702,0.702,0.702,65,-1,8
0,0.05,9,-1.0,8823,5668,5668,0.642,0.642,0.642,185,-1,7
0,0.05,11,-1.0,8939,4901,4901,0.548,0.548,0.548,185,-1,7
0,0.05,8,-1.0,8823,6095,6095,0.691,0.691,0.691,185,-1,7
0,0.05,7,-1.0,3093,2347,2344,0.759,0.758,0.757,65,-1,8
0,0.05,9,-1.0,8939,5770,5770,0.645,0.645,0.645,185,-1,7
0,0.05,7,-1.0,8823,6543,6530,0.742,0.74,0.738,185,-1,7
0,0.05,8,-1.0,8939,6205,6204,0.694,0.694,0.694,185,-1,7
0,0.05,6,-1.0,8823,7058,6984,0.8,0.791,0.782,185,-1,7
0,0.05,7,-1.0,8939,6641,6636,0.743,0.742,0.741,185,-1,7
0,0.05,5,-1.0,8823,8087,7391,0.916,0.838,0.7599999999999999,185,-1,7
0,0.05,4,-1.0,8823,11696,7369,1.325,0.835,0.345,185,-1,7
0,0.05,3,-1.0,8823,15184,5819,1.721,0.659,-0.403,185,-1,7
0,0.05,5,-1.0,903,843,778,0.933,0.861,0.7889999999999999,20,-1,8
0,0.05,11,-1.0,8124,4458,4458,0.549,0.549,0.549,170,-1,7
0,0.05,10,-1.0,8124,4822,4822,0.593,0.593,0.593,170,-1,7
0,0.05,7,-1.0,5097,3780,3774,0.741,0.74,0.739,110,-1,7
0,0.05,6,-1.0,5251,4289,4236,0.817,0.807,0.7970000000000002,110,-1,7
0,0.05,9,-1.0,8124,5205,5204,0.641,0.64,0.639,170,-1,7
0,0.05,4,-1.0,903,1192,767,1.319,0.848,0.377,20,-1,8
0,0.05,6,-1.0,3093,2511,2481,0.812,0.802,0.792,65,-1,8
0,0.05,3,-1.0,903,1481,592,1.638,0.655,-0.32799999999999985,20,-1,8
0,0.05,6,-1.0,8939,7132,7046,0.798,0.788,0.778,185,-1,7
0,0.05,5,-1.0,3093,2873,2601,0.929,0.841,0.7529999999999999,65,-1,8
0,0.05,8,-1.0,8124,5610,5606,0.69,0.69,0.69,170,-11,8
0,0.05,8,-1.0,8124,5610,5606,0.69,0.69,0.69,170,-1,7
0,0.05,11,-1.0,8776,5060,5060,0.577,0.577,0.577,185,-1,7
0,0.05,4,-1.0,3093,4058,2558,1.312,0.827,0.34199999999999986,65,-1,8
0,0.05,5,-1.0,5251,4901,4464,0.933,0.85,0.7669999999999999,110,-1,7
0,0.05,5,-1.0,8939,8261,7488,0.924,0.838,0.7519999999999999,185,-1,7
0,0.05,6,-1.0,5097,4076,4025,0.8,0.79,0.78,110,-1,7
0,0.05,7,-1.0,8124,6021,6012,0.741,0.74,0.739,170,-1,7
0,0.05,10,-1.0,8776,5497,5497,0.626,0.626,0.626,185,-1,7
0,0.05,3,-1.0,3093,5046,1969,1.631,0.636,-0.359,65,-1,8
0,0.05,4,-1.0,8939,11945,7443,1.336,0.833,0.32999999999999985,185,-1,7
0,0.05,4,-1.0,5251,6959,4415,1.325,0.841,0.357,110,-1,7
0,0.05,11,-1.0,2405,1288,1288,0.535,0.535,0.535,50,-1,8
0,0.05,6,-1.0,8124,6514,6442,0.802,0.793,0.784,170,-1,7
0,0.05,3,-1.0,8939,14478,5694,1.619,0.637,-0.345,185,-1,7
0,0.05,9,-1.0,8776,5886,5885,0.671,0.671,0.671,185,-1,7
0,0.05,4,-1.0,5097,6728,4232,1.32,0.83,0.33999999999999986,110,-1,7
0,0.05,10,-1.0,2405,1424,1424,0.592,0.592,0.592,50,-1,8
0,0.05,3,-1.0,5251,8772,3472,1.67,0.661,-0.34799999999999986,110,-1,7
0,0.05,11,-1.0,8077,4463,4463,0.552,0.552,0.552,170,-1,7
0,0.05,9,-1.0,2405,1550,1550,0.644,0.644,0.644,50,-1,8
0,0.05,5,-1.0,8124,7489,6831,0.922,0.841,0.7599999999999999,170,-1,7
0,0.05,3,-1.0,5097,8638,3412,1.694,0.669,-0.35599999999999987,110,-1,7
0,0.05,10,-1.0,8077,4823,4823,0.597,0.597,0.597,170,-1,7
0,0.05,8,-1.0,8776,6325,6324,0.721,0.721,0.721,185,-1,7
0,0.05,11,-1.0,4485,2502,2502,0.558,0.558,0.558,95,-1,7
0,0.05,8,-1.0,2405,1655,1655,0.688,0.688,0.688,50,-1,8
0,0.05,9,-1.0,8077,5224,5224,0.647,0.647,0.647,170,-1,7
0,0.05,7,-1.0,2405,1789,1782,0.744,0.741,0.738,50,-1,8
0,0.05,11,-1.0,4517,2458,2458,0.544,0.544,0.544,95,-1,7
0,0.05,7,-1.0,8776,6772,6766,0.772,0.771,0.77,185,-1,7
0,0.05,4,-1.0,8124,10853,6795,1.336,0.836,0.33599999999999985,170,-1,7
0,0.05,8,-1.0,8077,5642,5642,0.698,0.698,0.698,170,-1,7
0,0.05,10,-1.0,4485,2726,2725,0.608,0.607,0.606,95,-1,7
0,0.05,6,-1.0,2405,1934,1912,0.804,0.795,0.786,50,-1,8
0,0.05,10,-1.0,4517,2683,2683,0.594,0.594,0.594,95,-1,7
0,0.05,7,-1.0,8077,6031,6026,0.747,0.746,0.745,170,-1,7
0,0.05,3,-1.0,8124,14101,5391,1.736,0.664,-0.4079999999999999,170,-1,7
0,0.05,9,-1.0,4485,2927,2926,0.652,0.652,0.652,95,-1,7
0,0.05,5,-1.0,2405,2226,2053,0.925,0.853,0.7809999999999999,50,-1,8
0,0.05,6,-1.0,8776,7224,7166,0.823,0.816,0.8089999999999999,185,-1,7
0,0.05,6,-1.0,8077,6480,6428,0.802,0.796,0.79,170,-1,7
0,0.05,9,-1.0,4517,2918,2918,0.646,0.646,0.646,95,-1,7
0,0.05,5,-1.0,8077,7389,6783,0.915,0.84,0.7649999999999999,170,-1,7
0,0.05,4,-1.0,2405,3127,1997,1.3,0.83,0.3599999999999999,50,-1,8
0,0.05,8,-1.0,4485,3136,3134,0.699,0.699,0.699,95,-1,7
0,0.05,11,-1.0,7372,4023,4023,0.546,0.546,0.546,155,-1,7
