InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
100000,0.1,3,0.75,10023,6854,4215,0.684,0.421
100000,0.1,2,0.75,10023,7715,4596,0.77,0.459
100000,0.1,1,0.75,10023,7892,4731,0.787,0.472
100000,0.1,4,0.7,9907,5076,2523,0.512,0.255
100000,0.1,3,0.7,9907,6905,3360,0.697,0.339
100000,0.1,2,0.7,9907,8165,3892,0.824,0.393
100000,0.1,1,0.7,9907,8113,4010,0.819,0.405
10000,0.1,4,1.0,968,854,853,0.882,0.881
10000,0.1,3,1.0,968,870,868,0.899,0.897
10000,0.1,2,1.0,968,880,872,0.909,0.901
10000,0.1,1,1.0,968,830,790,0.857,0.816
10000,0.1,4,0.95,1019,754,730,0.74,0.716
10000,0.1,3,0.95,1019,780,762,0.765,0.748
10000,0.1,2,0.95,1019,813,782,0.798,0.767
10000,0.1,1,0.95,1019,800,731,0.785,0.717
10000,0.1,4,0.9,1045,685,621,0.656,0.594
10000,0.1,3,0.9,1045,765,693,0.732,0.663
10000,0.1,2,0.9,1045,840,735,0.804,0.703
10000,0.1,1,0.9,1045,803,684,0.768,0.655
10000,0.1,4,0.85,981,617,510,0.629,0.52
10000,0.1,3,0.85,981,691,578,0.704,0.589
10000,0.1,2,0.85,981,745,606,0.759,0.618
10000,0.1,1,0.85,981,684,558,0.697,0.569
10000,0.1,4,0.8,1006,596,403,0.592,0.401
10000,0.1,3,0.8,1006,733,506,0.729,0.503
10000,0.1,2,0.8,1006,818,549,0.813,0.546
10000,0.1,1,0.8,1006,818,545,0.813,0.542
10000,0.1,4,0.75,990,542,313,0.547,0.316
10000,0.1,3,0.75,990,704,403,0.711,0.407
10000,0.1,2,0.75,990,816,460,0.824,0.465
10000,0.1,1,0.75,990,784,452,0.792,0.457
10000,0.1,4,0.7,1026,555,274,0.541,0.267
10000,0.1,3,0.7,1026,764,362,0.745,0.353
10000,0.1,2,0.7,1026,907,407,0.884,0.397
10000,0.1,1,0.7,1026,818,409,0.797,0.399
1000,0.1,4,1.0,118,100,100,0.847,0.847
1000,0.1,3,1.0,118,107,107,0.907,0.907
1000,0.1,2,1.0,118,111,110,0.941,0.932
1000,0.1,1,1.0,118,110,107,0.932,0.907
1000,0.1,4,0.95,114,83,82,0.728,0.719
1000,0.1,3,0.95,114,94,91,0.825,0.798
1000,0.1,2,0.95,114,88,85,0.772,0.746
1000,0.1,1,0.95,114,93,84,0.816,0.737
1000,0.1,4,0.9,86,51,43,0.593,0.5
1000,0.1,3,0.9,86,59,50,0.686,0.581
1000,0.1,2,0.9,86,65,54,0.756,0.628
1000,0.1,1,0.9,86,62,52,0.721,0.605
1000,0.1,4,0.85,100,63,54,0.63,0.54
1000,0.1,3,0.85,100,80,65,0.8,0.65
1000,0.1,2,0.85,100,81,67,0.81,0.67
1000,0.1,1,0.85,100,81,63,0.81,0.63
1000,0.1,4,0.8,88,53,37,0.602,0.42
1000,0.1,3,0.8,88,63,45,0.716,0.511
1000,0.1,2,0.8,88,72,48,0.818,0.545
1000,0.1,1,0.8,88,61,41,0.693,0.466
1000,0.1,4,0.75,123,64,30,0.52,0.244
1000,0.1,3,0.75,123,78,38,0.634,0.309
1000,0.1,2,0.75,123,89,47,0.724,0.382
1000,0.1,1,0.75,123,79,46,0.642,0.374
1000,0.1,4,0.7,108,56,30,0.519,0.278
1000,0.1,3,0.7,108,78,36,0.722,0.333
1000,0.1,2,0.7,108,93,50,0.861,0.463
1000,0.1,1,0.7,108,100,54,0.926,0.5
100,0.1,4,1.0,9,8,8,0.889,0.889
100,0.1,3,1.0,9,8,8,0.889,0.889
100,0.1,2,1.0,9,8,8,0.889,0.889
100,0.1,1,1.0,9,9,9,1.0,1.0
100,0.1,4,0.95,7,6,6,0.857,0.857
100,0.1,3,0.95,7,6,6,0.857,0.857
100,0.1,2,0.95,7,6,6,0.857,0.857
100,0.1,1,0.95,7,6,6,0.857,0.857
100,0.1,4,0.9,9,6,5,0.667,0.556
100,0.1,3,0.9,9,7,6,0.778,0.667
100,0.1,2,0.9,9,6,5,0.667,0.556
100,0.1,1,0.9,9,9,7,1.0,0.778
100,0.1,4,0.85,4,2,2,0.5,0.5
100,0.1,3,0.85,4,2,2,0.5,0.5
100,0.1,2,0.85,4,2,2,0.5,0.5
100,0.1,1,0.85,4,2,2,0.5,0.5
100,0.1,4,0.8,7,5,1,0.714,0.143
100,0.1,3,0.8,7,4,1,0.571,0.143
100,0.1,2,0.8,7,9,4,1.286,0.571
100,0.1,1,0.8,7,8,4,1.143,0.571
100,0.1,4,0.75,9,6,4,0.667,0.444
100,0.1,3,0.75,9,8,5,0.889,0.556
100,0.1,2,0.75,9,6,5,0.667,0.556
100,0.1,1,0.75,9,6,5,0.667,0.556
100,0.1,4,0.7,12,7,2,0.583,0.167
100,0.1,3,0.7,12,14,7,1.167,0.583
100,0.1,2,0.7,12,11,4,0.917,0.333
100,0.1,1,0.7,12,17,7,1.417,0.583
100000,0.1,4,1.0,9945,9189,9186,0.924,0.924
100000,0.1,3,1.0,9945,9120,9105,0.917,0.916
100000,0.1,2,1.0,9945,9048,9010,0.91,0.906
100000,0.1,1,1.0,9945,8372,8019,0.842,0.806
100000,0.1,4,0.95,9992,7416,7190,0.742,0.72
100000,0.1,3,0.95,9992,7871,7654,0.788,0.766
100000,0.1,2,0.95,9992,8268,7880,0.827,0.789
100000,0.1,1,0.95,9992,8003,7341,0.801,0.735
100000,0.1,4,0.9,10021,6353,5810,0.634,0.58
100000,0.1,3,0.9,10021,7058,6453,0.704,0.644
100000,0.1,2,0.9,10021,7394,6607,0.738,0.659
100000,0.1,1,0.9,10021,7725,6565,0.771,0.655
100000,0.1,4,0.85,9907,5445,4572,0.55,0.461
100000,0.1,3,0.85,9907,6492,5411,0.655,0.546
100000,0.1,2,0.85,9907,6715,5528,0.678,0.558
100000,0.1,1,0.85,9907,7640,5879,0.771,0.593
100000,0.1,4,0.8,9830,4640,3416,0.472,0.348
100000,0.1,3,0.8,9830,5982,4397,0.609,0.447
100000,0.1,2,0.8,9830,6358,4665,0.647,0.475
100000,0.1,1,0.8,9830,7644,5278,0.778,0.537
100000,0.1,4,0.75,9851,3805,2495,0.386,0.253
100000,0.1,3,0.75,9851,5617,3601,0.57,0.366
100000,0.1,2,0.75,9851,6200,4029,0.629,0.409
100000,0.1,1,0.75,9851,7902,4740,0.802,0.481
100000,0.1,4,0.7,10000,2906,1520,0.291,0.152
100000,0.1,3,0.7,10000,5256,2720,0.526,0.272
100000,0.1,2,0.7,10000,6270,3286,0.627,0.329
100000,0.1,1,0.7,10000,8370,4119,0.837,0.412
10000,0.1,4,1.0,981,804,804,0.82,0.82
10000,0.1,3,1.0,981,861,859,0.878,0.876
10000,0.1,2,1.0,981,882,876,0.899,0.893
10000,0.1,1,1.0,981,829,793,0.845,0.808
10000,0.1,4,0.95,1063,625,606,0.588,0.57
10000,0.1,3,0.95,1063,755,731,0.71,0.688
10000,0.1,2,0.95,1063,819,778,0.77,0.732
10000,0.1,1,0.95,1063,861,776,0.81,0.73
10000,0.1,4,0.9,1023,434,394,0.424,0.385
10000,0.1,3,0.9,1023,587,538,0.574,0.526
10000,0.1,2,0.9,1023,668,593,0.653,0.58
10000,0.1,1,0.9,1023,758,637,0.741,0.623
10000,0.1,4,0.85,1001,323,280,0.323,0.28
10000,0.1,3,0.85,1001,505,432,0.504,0.432
10000,0.1,2,0.85,1001,622,529,0.621,0.528
10000,0.1,1,0.85,1001,772,610,0.771,0.609
10000,0.1,4,0.8,998,230,172,0.23,0.172
10000,0.1,3,0.8,998,449,316,0.45,0.317
10000,0.1,2,0.8,998,622,440,0.623,0.441
10000,0.1,1,0.8,998,799,536,0.801,0.537
10000,0.1,4,0.75,973,155,98,0.159,0.101
10000,0.1,3,0.75,973,389,238,0.4,0.245
10000,0.1,2,0.75,973,563,347,0.579,0.357
10000,0.1,1,0.75,973,792,463,0.814,0.476
10000,0.1,4,0.7,1017,121,60,0.119,0.059
10000,0.1,3,0.7,1017,282,160,0.277,0.157
10000,0.1,2,0.7,1017,594,304,0.584,0.299
10000,0.1,1,0.7,1017,869,427,0.854,0.42
1000,0.1,4,1.0,92,63,63,0.685,0.685
1000,0.1,3,1.0,92,69,69,0.75,0.75
1000,0.1,2,1.0,92,75,75,0.815,0.815
1000,0.1,1,1.0,92,82,78,0.891,0.848
1000,0.1,4,0.95,111,45,44,0.405,0.396
1000,0.1,3,0.95,111,70,69,0.631,0.622
1000,0.1,2,0.95,111,74,73,0.667,0.658
1000,0.1,1,0.95,111,91,88,0.82,0.793
1000,0.1,4,0.9,95,30,29,0.316,0.305
1000,0.1,3,0.9,95,47,41,0.495,0.432
1000,0.1,2,0.9,95,59,53,0.621,0.558
1000,0.1,1,0.9,95,74,61,0.779,0.642
1000,0.1,4,0.85,96,8,6,0.083,0.062
1000,0.1,3,0.85,96,35,30,0.365,0.312
1000,0.1,2,0.85,96,47,42,0.49,0.438
1000,0.1,1,0.85,96,67,53,0.698,0.552
1000,0.1,4,0.8,99,4,4,0.04,0.04
1000,0.1,3,0.8,99,10,8,0.101,0.081
1000,0.1,2,0.8,99,25,22,0.253,0.222
1000,0.1,1,0.8,99,64,47,0.646,0.475
1000,0.1,4,0.75,103,3,1,0.029,0.01
1000,0.1,3,0.75,103,7,5,0.068,0.049
1000,0.1,2,0.75,103,35,21,0.34,0.204
1000,0.1,1,0.75,103,41,21,0.398,0.204
1000,0.1,4,0.7,103,2,0,0.019,0.0
1000,0.1,3,0.7,103,11,5,0.107,0.049
1000,0.1,2,0.7,103,30,17,0.291,0.165
1000,0.1,1,0.7,103,56,30,0.544,0.291
100,0.1,4,1.0,10,4,4,0.4,0.4
100,0.1,3,1.0,10,6,6,0.6,0.6
100,0.1,2,1.0,10,8,8,0.8,0.8
100,0.1,1,1.0,10,10,10,1.0,1.0
100,0.1,4,0.95,4,1,1,0.25,0.25
100,0.1,3,0.95,4,1,1,0.25,0.25
100,0.1,2,0.95,4,2,2,0.5,0.5
100,0.1,1,0.95,4,3,3,0.75,0.75
100,0.1,4,0.9,14,0,0,0.0,0.0
100,0.1,3,0.9,14,1,1,0.071,0.071
100,0.1,2,0.9,14,1,1,0.071,0.071
100,0.1,1,0.9,14,1,1,0.071,0.071
100,0.1,4,0.85,16,0,0,0.0,0.0
100,0.1,3,0.85,16,1,1,0.062,0.062
100,0.1,2,0.85,16,2,2,0.125,0.125
100,0.1,1,0.85,16,6,3,0.375,0.188
100,0.1,4,0.8,13,0,0,0.0,0.0
100,0.1,3,0.8,13,0,0,0.0,0.0
100,0.1,2,0.8,13,2,1,0.154,0.077
100,0.1,1,0.8,13,2,2,0.154,0.154
100,0.1,4,0.75,16,0,0,0.0,0.0
100,0.1,3,0.75,16,0,0,0.0,0.0
100,0.1,2,0.75,16,1,1,0.062,0.062
100,0.1,1,0.75,16,1,0,0.062,0.0
100,0.1,4,0.7,12,0,0,0.0,0.0
100,0.1,3,0.7,12,0,0,0.0,0.0
100,0.1,2,0.7,12,0,0,0.0,0.0
100,0.1,1,0.7,12,2,1,0.167,0.083
1000000,0.1,1,0.85,99712,76002,59114,0.762,0.593
1000000,0.1,4,0.8,100244,66069,48074,0.659,0.48
1000000,0.1,3,0.8,100244,68316,50072,0.681,0.5
1000000,0.1,2,0.8,100244,76982,53821,0.768,0.537
1000000,0.1,1,0.8,100244,77140,53062,0.77,0.529
1000000,0.1,4,0.75,99871,64754,39657,0.648,0.397
1000000,0.1,3,0.75,99871,68104,42300,0.682,0.424
1000000,0.1,2,0.75,99871,77603,46276,0.777,0.463
1000000,0.1,1,0.75,99871,78905,46733,0.79,0.468
1000000,0.1,4,0.7,99932,66914,32891,0.67,0.329
1000000,0.1,3,0.7,99932,71841,36053,0.719,0.361
1000000,0.1,2,0.7,99932,88981,41968,0.89,0.42
1000000,0.1,1,0.7,99932,82960,41130,0.83,0.412
1000000,0.1,4,1.0,100111,95150,95085,0.95,0.95
1000000,0.1,3,1.0,100111,91745,91529,0.916,0.914
1000000,0.1,2,1.0,100111,90690,90241,0.906,0.901
1000000,0.1,1,1.0,100111,84170,80882,0.841,0.808
1000000,0.1,4,0.95,100323,79927,77721,0.797,0.775
1000000,0.1,3,0.95,100323,80552,78443,0.803,0.782
1000000,0.1,2,0.95,100323,85326,80995,0.851,0.807
1000000,0.1,1,0.95,100323,80260,73589,0.8,0.734
1000000,0.1,4,0.9,100372,71582,65498,0.713,0.653
1000000,0.1,3,0.9,100372,72791,66976,0.725,0.667
1000000,0.1,2,0.9,100372,78010,68943,0.777,0.687
1000000,0.1,1,0.9,100372,77608,66318,0.773,0.661
1000000,0.1,4,0.85,99899,64122,53667,0.642,0.537
1000000,0.1,3,0.85,99899,65896,55684,0.66,0.557
1000000,0.1,2,0.85,99899,62671,52821,0.627,0.529
1000000,0.1,1,0.85,99899,76513,59382,0.766,0.594
1000000,0.1,4,0.8,99895,55713,41613,0.558,0.417
1000000,0.1,3,0.8,99895,58908,44796,0.59,0.448
1000000,0.1,2,0.8,99895,56110,43050,0.562,0.431
1000000,0.1,1,0.8,99895,76875,52587,0.77,0.526
1000000,0.1,4,0.75,100528,49276,31745,0.49,0.316
1000000,0.1,3,0.75,100528,55406,36623,0.551,0.364
1000000,0.1,2,0.75,100528,54165,36268,0.539,0.361
1000000,0.1,1,0.75,100528,79423,47042,0.79,0.468
1000000,0.1,4,0.7,100600,38004,20466,0.378,0.203
1000000,0.1,3,0.7,100600,49038,27096,0.487,0.269
1000000,0.1,2,0.7,100600,52303,29434,0.52,0.293
1000000,0.1,1,0.7,100600,75983,37700,0.755,0.375
1000000,0.1,3,0.8,99862,66696,49219,0.668,0.493
1000000,0.1,2,0.8,99862,73569,52203,0.737,0.523
1000000,0.1,1,0.8,99862,76730,52845,0.768,0.529
1000000,0.1,5,0.75,100235,46712,28932,0.466,0.289
1000000,0.1,4,0.75,100235,61674,38037,0.615,0.379
1000000,0.1,3,0.75,100235,66297,41362,0.661,0.413
1000000,0.1,2,0.75,100235,73932,44930,0.738,0.448
1000000,0.1,1,0.75,100235,79483,46911,0.793,0.468
1000000,0.1,5,0.7,99993,41028,20764,0.41,0.208
1000000,0.1,4,0.7,99993,60847,30621,0.609,0.306
1000000,0.1,3,0.7,99993,68164,34930,0.682,0.349
1000000,0.1,2,0.7,99993,85341,41018,0.853,0.41
1000000,0.1,1,0.7,99993,82825,41091,0.828,0.411
100000,0.1,5,1.0,9960,8816,8804,0.885,0.884
100000,0.1,4,1.0,9960,9031,9015,0.907,0.905
100000,0.1,3,1.0,9960,9082,9052,0.912,0.909
100000,0.1,2,1.0,9960,9065,9023,0.91,0.906
100000,0.1,1,1.0,9960,8397,8072,0.843,0.81
100000,0.1,5,0.95,9943,7367,7135,0.741,0.718
100000,0.1,4,0.95,9943,7910,7663,0.796,0.771
100000,0.1,3,0.95,9943,8072,7839,0.812,0.788
100000,0.1,2,0.95,9943,8473,8060,0.852,0.811
100000,0.1,1,0.95,9943,7906,7261,0.795,0.73
100000,0.1,5,0.9,10062,6485,5876,0.645,0.584
100000,0.1,4,0.9,10062,7299,6600,0.725,0.656
100000,0.1,3,0.9,10062,7535,6870,0.749,0.683
100000,0.1,2,0.9,10062,8257,7260,0.821,0.722
100000,0.1,1,0.9,10062,7818,6681,0.777,0.664
100000,0.1,5,0.85,10183,5699,4675,0.56,0.459
100000,0.1,4,0.85,10183,6842,5621,0.672,0.552
100000,0.1,3,0.85,10183,7264,6036,0.713,0.593
100000,0.1,2,0.85,10183,8315,6539,0.817,0.642
100000,0.1,1,0.85,10183,7778,6056,0.764,0.595
100000,0.1,5,0.8,9886,4790,3427,0.485,0.347
100000,0.1,4,0.8,9886,6296,4527,0.637,0.458
100000,0.1,3,0.8,9886,6938,5011,0.702,0.507
100000,0.1,2,0.8,9886,8221,5614,0.832,0.568
100000,0.1,1,0.8,9886,7687,5267,0.778,0.533
100000,0.1,5,0.75,9997,4355,2612,0.436,0.261
100000,0.1,4,0.75,9997,6252,3788,0.625,0.379
100000,0.1,3,0.75,9997,7132,4352,0.713,0.435
100000,0.1,2,0.75,9997,8517,4926,0.852,0.493
100000,0.1,1,0.75,9997,7879,4704,0.788,0.471
100000,0.1,5,0.7,9943,3887,1877,0.391,0.189
100000,0.1,4,0.7,9943,6159,3001,0.619,0.302
100000,0.1,3,0.7,9943,7371,3570,0.741,0.359
100000,0.1,2,0.7,9943,8915,4162,0.897,0.419
100000,0.1,1,0.7,9943,8266,4052,0.831,0.408
100000,0.1,5,1.0,10118,8914,8901,0.881,0.88
100000,0.1,4,1.0,10118,9065,9040,0.896,0.893
100000,0.1,3,1.0,10118,9162,9131,0.906,0.902
100000,0.1,2,1.0,10118,9189,9127,0.908,0.902
100000,0.1,1,1.0,10118,8622,8273,0.852,0.818
100000,0.1,5,0.95,9980,7243,6989,0.726,0.7
100000,0.1,4,0.95,9980,7790,7525,0.781,0.754
100000,0.1,3,0.95,9980,8029,7791,0.805,0.781
100000,0.1,2,0.95,9980,8449,8009,0.847,0.803
100000,0.1,1,0.95,9980,7956,7288,0.797,0.73
100000,0.1,5,0.9,9943,6031,5450,0.607,0.548
100000,0.1,4,0.9,9943,6906,6263,0.695,0.63
100000,0.1,3,0.9,9943,7276,6616,0.732,0.665
100000,0.1,2,0.9,9943,8014,7032,0.806,0.707
100000,0.1,1,0.9,9943,7675,6506,0.772,0.654
100000,0.1,5,0.85,9827,5244,4295,0.534,0.437
100000,0.1,4,0.85,9827,6408,5288,0.652,0.538
100000,0.1,3,0.85,9827,6908,5706,0.703,0.581
100000,0.1,2,0.85,9827,7890,6219,0.803,0.633
100000,0.1,1,0.85,9827,7456,5794,0.759,0.59
100000,0.1,5,0.8,10028,4672,3385,0.466,0.338
100000,0.1,4,0.8,10028,6281,4507,0.626,0.449
100000,0.1,3,0.8,10028,6966,5038,0.695,0.502
100000,0.1,2,0.8,10028,8191,5635,0.817,0.562
100000,0.1,1,0.8,10028,7797,5354,0.778,0.534
100000,0.1,5,0.75,9940,4106,2458,0.413,0.247
100000,0.1,4,0.75,9940,5961,3591,0.6,0.361
100000,0.1,3,0.75,9940,6955,4170,0.7,0.42
100000,0.1,2,0.75,9940,8369,4797,0.842,0.483
100000,0.1,1,0.75,9940,7857,4652,0.79,0.468
100000,0.1,5,0.7,10056,3521,1776,0.35,0.177
100000,0.1,4,0.7,10056,6001,2974,0.597,0.296
100000,0.1,3,0.7,10056,7400,3664,0.736,0.364
100000,0.1,2,0.7,10056,9115,4330,0.906,0.431
100000,0.1,1,0.7,10056,8406,4247,0.836,0.422
100000,0.1,5,1.0,10110,8755,8753,0.866,0.866
100000,0.1,4,1.0,10110,8971,8956,0.887,0.886
100000,0.1,3,1.0,10110,9105,9081,0.901,0.898
100000,0.1,2,1.0,10110,9166,9114,0.907,0.901
100000,0.1,1,1.0,10110,8513,8190,0.842,0.81
100000,0.1,5,0.95,10110,7031,6821,0.695,0.675
100000,0.1,4,0.95,10110,7676,7461,0.759,0.738
100000,0.1,3,0.95,10110,8012,7779,0.792,0.769
100000,0.1,2,0.95,10110,8466,8050,0.837,0.796
100000,0.1,1,0.95,10110,7965,7279,0.788,0.72
100000,0.1,5,0.9,9992,5958,5389,0.596,0.539
100000,0.1,4,0.9,9992,6956,6307,0.696,0.631
100000,0.1,3,0.9,9992,7446,6753,0.745,0.676
100000,0.1,2,0.9,9992,8173,7148,0.818,0.715
100000,0.1,1,0.9,9992,7764,6624,0.777,0.663
100000,0.1,5,0.85,9886,5034,4135,0.509,0.418
100000,0.1,4,0.85,9886,6449,5283,0.652,0.534
100000,0.1,3,0.85,9886,7086,5823,0.717,0.589
100000,0.1,2,0.85,9886,7968,6287,0.806,0.636
100000,0.1,1,0.85,9886,7718,5979,0.781,0.605
100000,0.1,5,0.8,9991,4197,3006,0.42,0.301
100000,0.1,4,0.8,9991,5831,4208,0.584,0.421
100000,0.1,3,0.8,9991,6814,4910,0.682,0.491
100000,0.1,2,0.8,9991,7778,5401,0.779,0.541
100000,0.1,1,0.8,9991,7759,5288,0.777,0.529
100000,0.1,5,0.75,10015,3594,2246,0.359,0.224
100000,0.1,4,0.75,10015,5557,3433,0.555,0.343
100000,0.1,3,0.75,10015,6813,4243,0.68,0.424
100000,0.1,2,0.75,10015,7828,4705,0.782,0.47
100000,0.1,1,0.75,10015,7779,4699,0.777,0.469
100000,0.1,5,0.7,10012,3114,1558,0.311,0.156
100000,0.1,4,0.7,10012,5503,2718,0.55,0.271
100000,0.1,3,0.7,10012,7312,3559,0.73,0.355
100000,0.1,2,0.7,10012,8525,4079,0.851,0.407
100000,0.1,1,0.7,10012,8382,4137,0.837,0.413
100000,0.1,5,1.0,9917,8814,8813,0.889,0.889
100000,0.1,4,1.0,9917,9090,9085,0.917,0.916
100000,0.1,3,1.0,9917,9070,9054,0.915,0.913
100000,0.1,2,1.0,9917,9072,9042,0.915,0.912
100000,0.1,1,1.0,9917,8436,8136,0.851,0.82
100000,0.1,5,0.95,10002,6753,6537,0.675,0.654
100000,0.1,4,0.95,10002,7561,7324,0.756,0.732
100000,0.1,3,0.95,10002,8029,7765,0.803,0.776
100000,0.1,2,0.95,10002,8434,7998,0.843,0.8
100000,0.1,1,0.95,10002,7975,7278,0.797,0.728
100000,0.1,5,0.9,9945,5419,4941,0.545,0.497
100000,0.1,4,0.9,9945,6574,5965,0.661,0.6
100000,0.1,3,0.9,9945,7332,6632,0.737,0.667
100000,0.1,2,0.9,9945,7840,6899,0.788,0.694
100000,0.1,1,0.9,9945,7645,6539,0.769,0.658
100000,0.1,5,0.85,9978,4561,3779,0.457,0.379
100000,0.1,4,0.85,9978,6033,4981,0.605,0.499
100000,0.1,3,0.85,9978,7019,5811,0.703,0.582
100000,0.1,2,0.85,9978,7445,5992,0.746,0.601
100000,0.1,1,0.85,9978,7699,6006,0.772,0.602
100000,0.1,5,0.8,9811,3404,2484,0.347,0.253
100000,0.1,4,0.8,9811,5187,3771,0.529,0.384
100000,0.1,3,0.8,9811,6553,4732,0.668,0.482
100000,0.1,2,0.8,9811,7136,5045,0.727,0.514
100000,0.1,1,0.8,9811,7672,5220,0.782,0.532
100000,0.1,5,0.75,9929,2819,1762,0.284,0.177
100000,0.1,4,0.75,9929,4796,2992,0.483,0.301
100000,0.1,3,0.75,9929,6596,4039,0.664,0.407
100000,0.1,2,0.75,9929,7304,4426,0.736,0.446
100000,0.1,1,0.75,9929,7872,4681,0.793,0.471
100000,0.1,5,0.7,10009,2179,1073,0.218,0.107
100000,0.1,4,0.7,10009,4217,2081,0.421,0.208
100000,0.1,3,0.7,10009,6643,3219,0.664,0.322
100000,0.1,2,0.7,10009,7780,3786,0.777,0.378
100000,0.1,1,0.7,10009,8206,4035,0.82,0.403
10000,0.1,5,1.0,1004,802,802,0.799,0.799
10000,0.1,4,1.0,1004,872,871,0.869,0.868
10000,0.1,3,1.0,1004,881,878,0.877,0.875
10000,0.1,2,1.0,1004,903,898,0.899,0.894
10000,0.1,1,1.0,1004,850,819,0.847,0.816
10000,0.1,5,0.95,1000,607,591,0.607,0.591
10000,0.1,4,0.95,1000,718,699,0.718,0.699
10000,0.1,3,0.95,1000,773,751,0.773,0.751
10000,0.1,2,0.95,1000,812,780,0.812,0.78
10000,0.1,1,0.95,1000,781,730,0.781,0.73
10000,0.1,5,0.9,1007,470,433,0.467,0.43
10000,0.1,4,0.9,1007,633,578,0.629,0.574
10000,0.1,3,0.9,1007,744,671,0.739,0.666
10000,0.1,2,0.9,1007,801,706,0.795,0.701
10000,0.1,1,0.9,1007,770,658,0.765,0.653
10000,0.1,5,0.85,969,377,305,0.389,0.315
10000,0.1,4,0.85,969,552,446,0.57,0.46
10000,0.1,3,0.85,969,708,552,0.731,0.57
10000,0.1,2,0.85,969,799,612,0.825,0.632
10000,0.1,1,0.85,969,777,579,0.802,0.598
10000,0.1,5,0.8,992,311,230,0.314,0.232
10000,0.1,4,0.8,992,513,363,0.517,0.366
10000,0.1,3,0.8,992,708,504,0.714,0.508
10000,0.1,2,0.8,992,815,565,0.822,0.57
10000,0.1,1,0.8,992,813,558,0.82,0.562
10000,0.1,5,0.75,1005,234,144,0.233,0.143
10000,0.1,4,0.75,1005,442,274,0.44,0.273
10000,0.1,3,0.75,1005,685,417,0.682,0.415
10000,0.1,2,0.75,1005,838,507,0.834,0.504
10000,0.1,1,0.75,1005,811,495,0.807,0.493
10000,0.1,5,0.7,1013,190,99,0.188,0.098
10000,0.1,4,0.7,1013,397,202,0.392,0.199
10000,0.1,3,0.7,1013,656,344,0.648,0.34
10000,0.1,2,0.7,1013,800,405,0.79,0.4
10000,0.1,1,0.7,1013,760,397,0.75,0.392
10000,0.1,5,1.0,1030,808,808,0.784,0.784
10000,0.1,4,1.0,1030,896,894,0.87,0.868
10000,0.1,3,1.0,1030,916,911,0.889,0.884
10000,0.1,2,1.0,1030,925,921,0.898,0.894
10000,0.1,1,1.0,1030,875,842,0.85,0.817
10000,0.1,5,0.95,1010,577,559,0.571,0.553
10000,0.1,4,0.95,1010,684,664,0.677,0.657
10000,0.1,3,0.95,1010,781,761,0.773,0.753
10000,0.1,2,0.95,1010,815,783,0.807,0.775
10000,0.1,1,0.95,1010,810,740,0.802,0.733
10000,0.1,5,0.9,964,449,414,0.466,0.429
10000,0.1,4,0.9,964,597,551,0.619,0.572
10000,0.1,3,0.9,964,697,641,0.723,0.665
10000,0.1,2,0.9,964,761,676,0.789,0.701
10000,0.1,1,0.9,964,734,640,0.761,0.664
10000,0.1,5,0.85,994,374,308,0.376,0.31
10000,0.1,4,0.85,994,540,436,0.543,0.439
10000,0.1,3,0.85,994,674,550,0.678,0.553
10000,0.1,2,0.85,994,764,603,0.769,0.607
10000,0.1,1,0.85,994,763,599,0.768,0.603
10000,0.1,5,0.8,1013,279,209,0.275,0.206
10000,0.1,4,0.8,1013,499,371,0.493,0.366
10000,0.1,3,0.8,1013,702,498,0.693,0.492
10000,0.1,2,0.8,1013,823,576,0.812,0.569
10000,0.1,1,0.8,1013,811,564,0.801,0.557
10000,0.1,5,0.75,1029,228,153,0.222,0.149
10000,0.1,4,0.75,1029,412,271,0.4,0.263
10000,0.1,3,0.75,1029,649,397,0.631,0.386
10000,0.1,2,0.75,1029,776,457,0.754,0.444
10000,0.1,1,0.75,1029,794,469,0.772,0.456
10000,0.1,5,0.7,965,205,105,0.212,0.109
10000,0.1,4,0.7,965,401,203,0.416,0.21
10000,0.1,3,0.7,965,670,343,0.694,0.355
10000,0.1,2,0.7,965,857,419,0.888,0.434
10000,0.1,1,0.7,965,815,430,0.845,0.446
10000,0.1,5,1.0,976,742,742,0.76,0.76
10000,0.1,4,1.0,976,843,842,0.864,0.863
10000,0.1,3,1.0,976,853,852,0.874,0.873
10000,0.1,2,1.0,976,883,880,0.905,0.902
10000,0.1,1,1.0,976,849,817,0.87,0.837
10000,0.1,5,0.95,1029,547,528,0.532,0.513
10000,0.1,4,0.95,1029,696,677,0.676,0.658
10000,0.1,3,0.95,1029,793,766,0.771,0.744
10000,0.1,2,0.95,1029,847,808,0.823,0.785
10000,0.1,1,0.95,1029,846,774,0.822,0.752
10000,0.1,5,0.9,986,406,372,0.412,0.377
10000,0.1,4,0.9,986,561,512,0.569,0.519
10000,0.1,3,0.9,986,700,635,0.71,0.644
10000,0.1,2,0.9,986,772,673,0.783,0.683
10000,0.1,1,0.9,986,775,654,0.786,0.663
10000,0.1,5,0.85,1006,321,276,0.319,0.274
10000,0.1,4,0.85,1006,482,410,0.479,0.408
10000,0.1,3,0.85,1006,652,538,0.648,0.535
10000,0.1,2,0.85,1006,733,590,0.729,0.586
10000,0.1,1,0.85,1006,762,596,0.757,0.592
