InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Ratio
100000,0.1,5,0.97,9967,4650,4515,0.467,0.453,0.6000000000000002
100000,0.1,4,0.97,9967,5202,4780,0.522,0.48,0.6000000000000002
100000,0.1,3,0.97,9967,5308,4762,0.533,0.478,0.6000000000000002
100000,0.1,2,0.97,9967,4008,3557,0.402,0.357,0.6000000000000002
100000,0.1,1,0.97,9967,0,0,0.0,0.0,0.6000000000000002
100000,0.1,11,0.97,9791,1275,1267,0.13,0.129,0.57500000000000018
100000,0.1,10,0.97,9791,1602,1591,0.164,0.162,0.57500000000000018
100000,0.1,9,0.97,9791,2125,2106,0.217,0.215,0.57500000000000018
100000,0.1,8,0.97,9791,2713,2685,0.277,0.274,0.57500000000000018
100000,0.1,7,0.97,9791,3197,3159,0.327,0.323,0.57500000000000018
100000,0.1,6,0.97,9791,3749,3679,0.383,0.376,0.57500000000000018
100000,0.1,5,0.97,9791,4281,4173,0.437,0.426,0.57500000000000018
100000,0.1,4,0.97,9791,4844,4481,0.495,0.458,0.57500000000000018
100000,0.1,3,0.97,9791,5124,4479,0.523,0.457,0.57500000000000018
100000,0.1,2,0.97,9791,3948,3433,0.403,0.351,0.57500000000000018
100000,0.1,1,0.97,9791,0,0,0.0,0.0,0.57500000000000018
100000,0.1,11,0.97,9899,1178,1169,0.119,0.118,0.55000000000000016
100000,0.1,10,0.97,9899,1500,1486,0.152,0.15,0.55000000000000016
100000,0.1,9,0.97,9899,1898,1878,0.192,0.19,0.55000000000000016
100000,0.1,8,0.97,9899,2428,2400,0.245,0.242,0.55000000000000016
100000,0.1,7,0.97,9899,2983,2950,0.301,0.298,0.55000000000000016
100000,0.1,6,0.97,9899,3511,3453,0.355,0.349,0.55000000000000016
100000,0.1,5,0.97,9899,4098,3993,0.414,0.403,0.55000000000000016
100000,0.1,4,0.97,9899,4699,4309,0.475,0.435,0.55000000000000016
100000,0.1,3,0.97,9899,5014,4368,0.507,0.441,0.55000000000000016
100000,0.1,2,0.97,9899,3782,3284,0.382,0.332,0.55000000000000016
100000,0.1,1,0.97,9899,0,0,0.0,0.0,0.55000000000000016
100000,0.1,11,0.97,10073,1134,1121,0.113,0.111,0.52500000000000013
100000,0.1,10,0.97,10073,1419,1399,0.141,0.139,0.52500000000000013
100000,0.1,9,0.97,10073,1811,1790,0.18,0.178,0.52500000000000013
100000,0.1,8,0.97,10073,2278,2245,0.226,0.223,0.52500000000000013
100000,0.1,7,0.97,10073,2864,2822,0.284,0.28,0.52500000000000013
100000,0.1,6,0.97,10073,3471,3410,0.345,0.338,0.52500000000000013
100000,0.1,5,0.97,10073,3977,3872,0.395,0.384,0.52500000000000013
100000,0.1,4,0.97,10073,4521,4159,0.449,0.413,0.52500000000000013
100000,0.1,3,0.97,10073,4905,4215,0.487,0.418,0.52500000000000013
100000,0.1,2,0.97,10073,3719,3159,0.369,0.314,0.52500000000000013
100000,0.1,1,0.97,10073,0,0,0.0,0.0,0.52500000000000013
100000,0.1,11,0.97,10046,975,969,0.097,0.096,0.50000000000000011
100000,0.1,10,0.97,10046,1279,1267,0.127,0.126,0.50000000000000011
100000,0.1,9,0.97,10046,1630,1613,0.162,0.161,0.50000000000000011
100000,0.1,8,0.97,10046,2044,2022,0.203,0.201,0.50000000000000011
100000,0.1,7,0.97,10046,2564,2536,0.255,0.252,0.50000000000000011
100000,0.1,6,0.97,10046,3188,3146,0.317,0.313,0.50000000000000011
100000,0.1,5,0.97,10046,3744,3638,0.373,0.362,0.50000000000000011
100000,0.1,4,0.97,10046,4314,3962,0.429,0.394,0.50000000000000011
100000,0.1,3,0.97,10046,4724,4026,0.47,0.401,0.50000000000000011
100000,0.1,2,0.97,10046,3593,2987,0.358,0.297,0.50000000000000011
100000,0.1,1,0.97,10046,0,0,0.0,0.0,0.50000000000000011
100000,0.1,11,0.97,9865,976,972,0.099,0.099,0.47500000000000009
100000,0.1,10,0.97,9865,1199,1189,0.122,0.121,0.47500000000000009
100000,0.1,9,0.97,9865,1507,1495,0.153,0.152,0.47500000000000009
100000,0.1,8,0.97,9865,1846,1828,0.187,0.185,0.47500000000000009
100000,0.1,7,0.97,9865,2254,2227,0.228,0.226,0.47500000000000009
100000,0.1,6,0.97,9865,2784,2746,0.282,0.278,0.47500000000000009
100000,0.1,5,0.97,9865,3362,3275,0.341,0.332,0.47500000000000009
100000,0.1,4,0.97,9865,3949,3631,0.4,0.368,0.47500000000000009
100000,0.1,3,0.97,9865,4451,3725,0.451,0.378,0.47500000000000009
100000,0.1,2,0.97,9865,3488,2887,0.354,0.293,0.47500000000000009
100000,0.1,1,0.97,9865,0,0,0.0,0.0,0.47500000000000009
100000,0.1,11,0.97,9792,903,899,0.092,0.092,0.45000000000000007
100000,0.1,10,0.97,9792,1113,1105,0.114,0.113,0.45000000000000007
100000,0.1,9,0.97,9792,1375,1366,0.14,0.139,0.45000000000000007
100000,0.1,8,0.97,9792,1699,1683,0.174,0.172,0.45000000000000007
100000,0.1,7,0.97,9792,2040,2021,0.208,0.206,0.45000000000000007
100000,0.1,6,0.97,9792,2449,2419,0.25,0.247,0.45000000000000007
100000,0.1,5,0.97,9792,2955,2887,0.302,0.295,0.45000000000000007
100000,0.1,4,0.97,9792,3591,3336,0.367,0.341,0.45000000000000007
100000,0.1,3,0.97,9792,4134,3395,0.422,0.347,0.45000000000000007
100000,0.1,2,0.97,9792,3223,2611,0.329,0.267,0.45000000000000007
100000,0.1,1,0.97,9792,0,0,0.0,0.0,0.45000000000000007
100000,0.1,11,0.97,9945,725,718,0.073,0.072,0.42500000000000004
100000,0.1,10,0.97,9945,925,917,0.093,0.092,0.42500000000000004
100000,0.1,9,0.97,9945,1171,1160,0.118,0.117,0.42500000000000004
100000,0.1,8,0.97,9945,1470,1462,0.148,0.147,0.42500000000000004
100000,0.1,7,0.97,9945,1784,1767,0.179,0.178,0.42500000000000004
100000,0.1,6,0.97,9945,2225,2209,0.224,0.222,0.42500000000000004
100000,0.1,5,0.97,9945,2728,2673,0.274,0.269,0.42500000000000004
100000,0.1,4,0.97,9945,3371,3151,0.339,0.317,0.42500000000000004
100000,0.1,3,0.97,9945,3964,3199,0.399,0.322,0.42500000000000004
100000,0.1,2,0.97,9945,3319,2617,0.334,0.263,0.42500000000000004
100000,0.1,1,0.97,9945,0,0,0.0,0.0,0.42500000000000004
100000,0.1,11,0.97,9841,476,474,0.048,0.048,0.40000000000000002
100000,0.1,10,0.97,9841,633,629,0.064,0.064,0.40000000000000002
100000,0.1,9,0.97,9841,846,838,0.086,0.085,0.40000000000000002
100000,0.1,8,0.97,9841,1075,1067,0.109,0.108,0.40000000000000002
100000,0.1,7,0.97,9841,1500,1486,0.152,0.151,0.40000000000000002
100000,0.1,6,0.97,9841,1884,1868,0.191,0.19,0.40000000000000002
100000,0.1,5,0.97,9841,2298,2270,0.234,0.231,0.40000000000000002
100000,0.1,4,0.97,9841,2747,2645,0.279,0.269,0.40000000000000002
100000,0.1,3,0.97,9841,3346,2725,0.34,0.277,0.40000000000000002
100000,0.1,2,0.97,9841,2975,2324,0.302,0.236,0.40000000000000002
100000,0.1,1,0.97,9841,0,0,0.0,0.0,0.40000000000000002
